[2023-03-05 02-29-31] d=  7, evals=1.0e+03, k= 50, k_top=  5
   out  : [s =  1.3e+02] by the way , you can feel the nmrscht bmchk bmchk assocschlm feel
   rev  : [s =  1.9e+02] кстати , вы можете почувствовать nmrscht pmchk pmchk assocschlm feel
   WRN  : rev != "by the way , you can feel the nmrscht pmchk pmchk assocschlm feel"

#    97 : loss =  1.3e+02
   inp  : [s =  2.4e+02] оэеыъьё здблоьп бмъчкьь бмъчкьь здблоьп ъныуазу ъубщжёь
   out  : [s =  1.3e+02] oeeye zdbloep bmchk bmchk zdbloep bnyuazu kommersant
   rev  : [s =  1.6e+02] оеее здблоеп пмчк пмчк здблоеп бнюазу коммерсант
   WRN  : rev != "oeeye zdbloep pmchk pmchk zdbloep bnyuazu kommersant"

#    98 : loss =  1.3e+02
   inp  : [s =  2.2e+02] ъубщжёь ъыклщьн ъоэсйьм ъоэсйьм шэьдкйя иьеьрёъ ъубщжёь
   out  : [s =  1.3e+02] jobsget jikishin Joachim Joachim salacia italray jobsget
   rev  : [s =  1.7e+02] jobsget джикишин Йоахим Йоахим саласия италрей jobsget

#    99 : loss =  1.3e+02
   inp  : [s =  2.5e+02] ъоэсйьм ътшмщэь йьаёьеб ъубщжёь доцшлмь бмъчкьь доцшлмь
   out  : [s =  1.3e+02] Joachim ytsma jleeb jobsget disli bycicle disli
   rev  : [s =  1.7e+02] Йоахим Йцма Джлиб Джобс не нравится на дисплее велосипеда
   WRN  : rev != "Joachim ytsma jleeb jobs get disli bycicle display"

#   100 : loss =  1.4e+02
   inp  : [s =  2.5e+02] ьвднэйу ъыклщьн ъыклщьн ъубщжёь нзеъёаь здблоьп ътшмщэь
   out  : [s =  1.4e+02] ewdiyu jikishin jikishin jobsget sajeel sgblog ytsma
   rev  : [s =  1.8e+02] эвдию джикишин jikishin jobsget sajeel sgblog ytsma

#   101 : loss =  1.4e+02
   inp  : [s =  2.4e+02] иьеьрёъ флжсйид нмьрщшт ъяляужь флжсйид пёыэулм нмьрщшт
   out  : [s =  1.4e+02] ijre fljsjid nmrschtstlauj fljsjid peyulm nmrscht
   rev  : [s =  1.7e+02] ийре флайджид ямрщтстлауй флайджид пейулм ямрщт

#   102 : loss =  1.4e+02
   inp  : [s =  2.4e+02] ътшмщэь иьеьрёъ ътшмщэь онуьлйц онуьлйц кмтсгфк бдлпроь
   out  : [s =  1.4e+02] ytsma italray ytsma nullis nullis cmdshft bdsproj
   rev  : [s =  1.5e+02] ytsma italray ytsma null isnull is cmdshft bdsproj
   WRN  : rev != "ytsma italray ytsma null isnull is cmdshft bdsproj"

#   103 : loss =  1.4e+02
   inp  : [s =  2.2e+02] оэеыъьё доцшлмь щаафечу йьаёьеб йьаёьеб йьаёьеб ощуъиъв
   out  : [s =  1.4e+02] oeeye dotschlm schaafechu yaeeb yaeeb yaeeb feel
   rev  : [s =  1.5e+02] оеее, дотшлм, шаафечу, аииииииииииииб, чувствую
   WRN  : rev != "oeeye dotschlm schaafechu aeeb aeeb yaeeb feel"

#   104 : loss =  1.4e+02
   inp  : [s =  2.6e+02] ътшмщэь иысвщёы нмьрщшт нзеъёаь схисеъм нмьрщшт ъоэсйьм
   out  : [s =  1.4e+02] ytsma Issey nemirst sajeel shisey nemirst Joachim
   rev  : [s =  1.5e+02] итсма Иссей немирст Саджил шизи немирст Йоахим

#   105 : loss =  1.4e+02
   inp  : [s =  2.6e+02] ъубщжёь флжсйид иьеьрёъ онуьлйц оэеыъьё мощыъпз флжсйид
   out  : [s =  1.4e+02] jobsget fleshed italray nullis aaeeyie moseys fleshed
   rev  : [s =  1.9e+02] рабочие места становятся более плотными, итальянцы сводят на нет все дела, мози становятся более плотными
   WRN  : rev != "jobs get fleshed italray nullis aaeeyie moseys fleshed"

#   106 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ьвднэйу йьаёьеб здблоьп онуьлйц нмьрщшт мощыъпз йьаёьеб
   out  : [s =  1.4e+02] ewdiyu jleeb sgblog nullis nemirst moseys jleeb
   rev  : [s =  1.6e+02] ewdiyu jleeb sgblog аннулирует nemirst moseys jleeb

#   107 : loss =  1.4e+02
   inp  : [s =  2.7e+02] нмьрщшт пёыэулм нзеъёаь бьвтюья ъоэсйьм ъоэсйьм ощуъиъв
   out  : [s =  1.4e+02] nmrsht peyulm nzeea byuya yoesym yoesym feel
   rev  : [s =  1.6e+02] ямршт пейулм нзеа бьюя йоесым йоесым чувствую

#   108 : loss =  1.4e+02
   inp  : [s =  2.5e+02] здблоьп ътшмщэь ъыклщьн ощуъиъв мощыъпз нмьрщшт ътшмщэь
   out  : [s =  1.4e+02] sgblog ytsma jikishin odoyev moseys nemirst ytsma
   rev  : [s =  1.7e+02] sgblog йцма джикишин одоев Моисей немирст йцма

#   109 : loss =  1.4e+02
   inp  : [s =  3.2e+02] ъоэсйьм иьллтёу бьвтюья шэьдкйя нзеъёаь онуьлйц ътшмщэь
   out  : [s =  1.4e+02] Joachim of Millau bejtula salacia sajeel nullis ytsma
   rev  : [s =  1.7e+02] Иоахим из Мийо бейтула саласия саджил нуллис йцма

#   110 : loss =  1.4e+02
   inp  : [s =  2.4e+02] ъььгрвх ъныуазу ъубщжёь бьвтюья иощсцйм ъныуазу ъныуазу
   out  : [s =  1.4e+02] yelgrun nyuusu jobsget bejtula owszem nyuusu nyuusu
   rev  : [s =  1.7e+02] елгрун ньюусу джобсгет бейтула овсем ньюусу ньюусу

#   111 : loss =  1.4e+02
   inp  : [s =  2.5e+02] ъыклщьн ътшмщэь шэьдкйя схисеъм ъныуазу шэьдкйя ощуъиъв
   out  : [s =  1.4e+02] jikishin ytsma salacia shisey nyuusu salacia odoyev
   rev  : [s =  1.5e+02] джикишин йцма саласия шисей нюусу саласия одоев

#   112 : loss =  1.4e+02
   inp  : [s =  2.4e+02] ъоэсйьм нзеъёаь щаафечу бмъчкьь ощуъиъв ъубщжёь нзеъёаь
   out  : [s =  1.4e+02] Joachim sajeel Safeco bycicle odoyev jobsget sajeel
   rev  : [s =  1.8e+02] Йоахим Саджил Safeco велосипед Одоев джобсгет Саджил

#   113 : loss =  1.4e+02
   inp  : [s =  2.5e+02] схисеъм иьеьрёъ йьаёьеб шэьдкйя шэьдкйя ъныуазу ощуъиъв
   out  : [s =  1.4e+02] schisem iyere yaeeb shadkya shadkya ynyuazu feel
   rev  : [s =  1.6e+02] схисем ийере яеб шакья шакья иньюазу чувствую
   WRN  : rev != "schisem iyere yaeeb shakya shakya ynyuazu feel"

#   114 : loss =  1.4e+02
   inp  : [s =  2.2e+02] ъяляужь ъыклщьн ъяляужь ъоэсйьм оэеыъьё ъяляужь кмтсгфк
   out  : [s =  1.4e+02] yasugi jikishin yasugi Joachim aaeeyie yasugi cmdshft
   rev  : [s =  1.6e+02] ясуги джикишин ясуги Йоахим эйеие ясуги командующий

#   115 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ъыклщьн йьаёьеб иощсцйм доцшлмь йьаёьеб ущйинъу флжсйид
   out  : [s =  1.4e+02] jikishin jleeb owszem disli jleeb usianya fleshed
   rev  : [s =  1.6e+02] джикишин джлиб овсем не понравился джлиб усианья во плоти

#   116 : loss =  1.4e+02
   inp  : [s =  2.6e+02] бмъчкьь онуьлйц ъяляужь флжсйид ьвднэйу ъяляужь смэёыюш
   out  : [s =  1.4e+02] bycicle nullis yasugi fleshed ewdiyu yasugi smeeis
   rev  : [s =  1.6e+02] велосипед обнулился ясуги облекся в плоть эвдию ясуги смеис

#   117 : loss =  1.4e+02
   inp  : [s =  2.7e+02] здблоьп бмъчкьь ьвднэйу бьвтюья ъоэсйьм бмъчкьь ътшмщэь
   out  : [s =  1.4e+02] sgblog bycicle ewdiyu bejtula Joachim bycicle ytsma
   rev  : [s =  1.8e+02] sgblog bycicle Эвдию бейтула Йоахим бицикл итсма

#   118 : loss =  1.4e+02
   inp  : [s =  2.7e+02] ьвднэйу бмъчкьь йьаёьеб щаафечу кмтсгфк флжсйид флжсйид
   out  : [s =  1.4e+02] ewdiyu bycicle jleeb Safeco cmdshft fleshed fleshed
   rev  : [s =  1.7e+02] ewdiyu велосипед jleeb Safeco cmdshft плотный плотский

#   119 : loss =  1.4e+02
   inp  : [s =  2.9e+02] нмьрщшт ътшмщэь онуьлйц ъоэсйьм ъяляужь флжсйид иысвщёы
   out  : [s =  1.4e+02] nemirst ytsma nullis Joachim yasugi fleshed Issey
   rev  : [s =  1.8e+02] немирст йцма Нуллис Йоахим Ясуги обыграл Иссея

#   120 : loss =  1.4e+02
   inp  : [s =  2.4e+02] нмьрщшт бдлпроь схисеъм бьвтюья ъяляужь схисеъм бьвтюья
   out  : [s =  1.4e+02] nemirst bdsproj shisey bejtula yasugi shisey bejtula
   rev  : [s =  1.4e+02] nemirst bdsproj ширей бейтула ясуги ширей бейтула
   WRN  : rev != "nemirst bdsproj shirey bejtula yasugi shirey bejtula"

#   121 : loss =  1.4e+02
   inp  : [s =  2.4e+02] смэёыюш ощуъиъв пёыэулм пёыэулм ущйинъу иьеьрёъ ъяляужь
   out  : [s =  1.4e+02] seeyush feelyv peyulm peyulm goryinu iyereylyauzh
   rev  : [s =  1.3e+02] видишь, чувствуешь пейульм пейульм горю иерейляуж

#   122 : loss =  1.4e+02
   inp  : [s =  2.7e+02] ъыклщьн йьаёьеб нзеъёаь йьаёьеб ъубщжёь ъныуазу ощуъиъв
   out  : [s =  1.4e+02] jikishin jleeb sajeel jleeb jobsget nyuusu odoyev
   rev  : [s =  1.7e+02] джикишин джлиб саджил джлиб джобсгет ньюусу Одоев

#   123 : loss =  1.4e+02
   inp  : [s =  2.7e+02] ъоэсйьм нзеъёаь онуьлйц онуьлйц ъныуазу доцшлмь бдлпроь
   out  : [s =  1.4e+02] Joachim sajeel nullis nullis nyuusu disli bdsproj
   rev  : [s =  1.7e+02] Йоахим Саджил null isnull -это ньюусу не нравится bdsproj
   WRN  : rev != "Joachim sajeel null isnull is nyuusu disli bdsproj"

#   124 : loss =  1.4e+02
   inp  : [s =  2.5e+02] ъыклщьн ътшмщэь схисеъм ъыклщьн шэьдкйя бмъчкьь ъубщжёь
   out  : [s =  1.4e+02] jikishin ytsma shisey jikishin salacia bycicle jobsget
   rev  : [s =  1.7e+02] джикишин йцма шири джикишин саласия, работающий на велосипеде, получает
   WRN  : rev != "jikishin ytsma shirey jikishin salacia bycicle jobsget"

#   125 : loss =  1.4e+02
   inp  : [s =  2.5e+02] ощуъиъв схисеъм ъььгрвх здблоьп ощуъиъв ущйинъу иьеьрёъ
   out  : [s =  1.4e+02] feelin ' in the scheme of the ygrvh zdblo , feelin ' in the gorge and see
   rev  : [s =  1.6e+02] чувствую себя в схеме игрвх здбло , чувствую себя в ущелье и вижу
   WRN  : rev != "feelin ' in the scheme of the ygrvh zdblo , feeling ' in the gorge and see"

#   126 : loss =  1.4e+02
   inp  : [s =  2.7e+02] бмъчкьь ъььгрвх йьаёьеб здблоьп доцшлмь здблоьп кмтсгфк
   out  : [s =  1.4e+02] bycicle yelgrun jleeb sgblog disli sgblog cmdshft
   rev  : [s =  1.7e+02] велосипед yelgrun jleeb sgblog не нравится sgblog cmdshft

#   127 : loss =  1.4e+02
   inp  : [s =  2.9e+02] флжсйид пёыэулм ьвднэйу бдлпроь флжсйид иьллтёу иьеьрёъ
   out  : [s =  1.4e+02] fljsyid peyulm bdneu bdlpro fljsyid illteu iyre
   rev  : [s =  1.7e+02] fljsyid пейулм бднеу бдлпро fljsyid иллтеу ире

#   128 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ъыклщьн йьаёьеб щаафечу шэьдкйя бмъчкьь ьвднэйу йьаёьеб
   out  : [s =  1.4e+02] jikishin jleeb Safeco salacia bycicle ewdiyu jleeb
   rev  : [s =  1.7e+02] джикишин джлиб Безопасный велосипед салация эвдию джлиб

#   129 : loss =  1.4e+02
   inp  : [s =  2.5e+02] бмъчкьь ъоэсйьм ьвднэйу ъубщжёь бмъчкьь ътшмщэь мощыъпз
   out  : [s =  1.4e+02] bycicle Joachim ewdiyu jobsget bycicle ytsma moseys
   rev  : [s =  2.0e+02] велосипедист Йоахим Эвдию джобсгет велосипедист Йцма Мозейс

#   130 : loss =  1.4e+02
   inp  : [s =  2.7e+02] пёыэулм бмъчкьь ъяляужь бдлпроь бдлпроь здблоьп ущйинъу
   out  : [s =  1.4e+02] peeulm bmchkjljauj bdlpro bdlpro zdbloepyin
   rev  : [s =  1.8e+02] peeulm bmchkjljauj бдлпро бдлпро здблоепьин

#   131 : loss =  1.4e+02
   inp  : [s =  2.5e+02] пёыэулм иысвщёы нзеъёаь ъоэсйьм схисеъм пёыэулм щаафечу
   out  : [s =  1.4e+02] peyerl Issey sajeel Joachim shisey of peyerl Safeco
   rev  : [s =  1.6e+02] пейерл Иссей Саджил Йоахим Ширей из peyerl Safeco
   WRN  : rev != "peyerl Issey sajeel Joachim shirey of peyerl Safeco"

#   132 : loss =  1.4e+02
   inp  : [s =  2.6e+02] мощыъпз смэёыюш ъубщжёь бмъчкьь ъяляужь нмьрщшт смэёыюш
   out  : [s =  1.4e+02] moseys smeeis jobsget bycicle yasugi nemirst smeeis
   rev  : [s =  1.6e+02] мози смиис получает работу на велосипеде Ясуги немирст смиис

#   133 : loss =  1.4e+02
   inp  : [s =  2.5e+02] иьллтёу кмтсгфк иьеьрёъ йьаёьеб кмтсгфк йьаёьеб иысвщёы
   out  : [s =  1.4e+02] illteu kmtsgfc iyere yieb kmtsgfc yieb iysvschey
   rev  : [s =  1.6e+02] иллтеу кмцгфк ийере йиб кмцгфк йиб ийсвщей

#   134 : loss =  1.4e+02
   inp  : [s =  2.5e+02] бмъчкьь ъыклщьн щаафечу ъььгрвх ъныуазу нмьрщшт ъныуазу
   out  : [s =  1.4e+02] bycicle jikishin Safeco yelgrun nyuusu nemirst nyuusu
   rev  : [s =  1.9e+02] велосипед джикишин Сафеко елгрун ньюусу немирст ньюусу

#   135 : loss =  1.4e+02
   inp  : [s =  2.6e+02] бмъчкьь схисеъм бьвтюья бьвтюья ъыклщьн доцшлмь смэёыюш
   out  : [s =  1.4e+02] bycicle shisey bejtula bejtula jikishin disli smeeis
   rev  : [s =  1.4e+02] велосипед ширей бетула бетула джикишин не любит смеис
   WRN  : rev != "bycicle shirey betula betula jikishin disli smeeis"

#   136 : loss =  1.4e+02
   inp  : [s =  2.5e+02] пёыэулм иысвщёы йьаёьеб бьвтюья бьвтюья йьаёьеб схисеъм
   out  : [s =  1.4e+02] peeulm iysvschey yaeeb byvtyuya byvtyuya yaeeb schism
   rev  : [s =  1.7e+02] пееулм ийсвщей яеб бывтюя бывтюя аеб раскол
   WRN  : rev != "peeulm iysvschey yaeeb byvtyuya byvtyuya aeeb schism"

#   137 : loss =  1.4e+02
   inp  : [s =  2.3e+02] флжсйид ъяляужь ътшмщэь здблоьп схисеъм ътшмщэь схисеъм
   out  : [s =  1.4e+02] fljsjidjlauj btschmschei zdbloep schisem btschmschei schisem
   rev  : [s =  1.6e+02] флайшиджлаудж бтшмшай здблуп шисем бтшмшай шисем

#   138 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ъоэсйьм ощуъиъв иьллтёу кмтсгфк онуьлйц нмьрщшт ъоэсйьм
   out  : [s =  1.4e+02] Joachim odoyev of Millau cmdshft nullis nemirst Joachim
   rev  : [s =  1.6e+02] Йоахим Одоев из Мийо командует nullis nemirst Йоахим

#   139 : loss =  1.4e+02
   inp  : [s =  2.9e+02] ъоэсйьм флжсйид бмъчкьь оэеыъьё бдлпроь онуьлйц ъоэсйьм
   out  : [s =  1.4e+02] Joachim fleshed bycicle aaeeyie bdsproj nullis Joachim
   rev  : [s =  2.1e+02] Йоахим облеченный в плоть велосипедом aaeeyie bdsproj нуллис Йоахим

#   140 : loss =  1.4e+02
   inp  : [s =  2.5e+02] ъубщжёь ъныуазу иьллтёу бмъчкьь бьвтюья бмъчкьь доцшлмь
   out  : [s =  1.4e+02] jobsget nyuusu of Millau bycicle bejtula bycicle disli
   rev  : [s =  2.0e+02] вакансии получить ньюусу из Мийо на велосипеде бейтула на дисплее велосипеда
   WRN  : rev != "jobs get nyuusu of Millau bycicle bejtula bycicle display"

#   141 : loss =  1.4e+02
   inp  : [s =  2.4e+02] бмъчкьь онуьлйц схисеъм ъоэсйьм схисеъм иощсцйм ъяляужь
   out  : [s =  1.4e+02] bycicle nullis shisey Joachim shisey owszem yasugi
   rev  : [s =  1.6e+02] нулевой номер - Ширли Йоахим шизи оуссем Ясуги
   WRN  : rev != "bycicle null is shirely Joachim shisey owszem yasugi"

#   142 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ъубщжёь доцшлмь бьвтюья онуьлйц иысвщёы ъяляужь ъыклщьн
   out  : [s =  1.4e+02] jobsget disli bejtula nullis Issey yasugi jikishin
   rev  : [s =  1.9e+02] джобсу не нравятся бейтула Нуллис Иссей ясуги джикишин
   WRN  : rev != "jobs get disli bejtula nullis Issey yasugi jikishin"

#   143 : loss =  1.4e+02
   inp  : [s =  2.6e+02] ьвднэйу бдлпроь нзеъёаь бмъчкьь ъяляужь ъубщжёь бмъчкьь
   out  : [s =  1.4e+02] ewdiyu bdsproj sajeel bycicle yasugi jobsget bycicle
   rev  : [s =  1.4e+02] ewdiyu bdsproj sajeel bycicle yasugi jobsget bycicle

#   144 : loss =  1.4e+02
   inp  : [s =  2.2e+02] нзеъёаь ъубщжёь бмъчкьь ъубщжёь флжсйид бмъчкьь пёыэулм
   out  : [s =  1.4e+02] sajeel jobsget bycicle jobsget fleshed myckel of peyerl
   rev  : [s =  1.9e+02] сайджил джобс получает работу на велосипеде, получает плоть Миккель из Пейерла
   WRN  : rev != "sajeel jobs get bycicle jobs get fleshed myckel of peyerl"

#   145 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ъоэсйьм ущйинъу бьвтюья онуьлйц йьаёьеб йьаёьеб иьллтёу
   out  : [s =  1.4e+02] Joachim usianya bejtula nullis jleeb jleeb of Millau
   rev  : [s =  1.7e+02] Йоахим Усианья бейтула Нуллис джлиб джлиб из Мийо

#   146 : loss =  1.4e+02
   inp  : [s =  2.4e+02] йьаёьеб ощуъиъв бмъчкьь ъььгрвх схисеъм бмъчкьь ущйинъу
   out  : [s =  1.4e+02] jleeb odoyev bycicle yelgrun shisey bycicle usianya
   rev  : [s =  1.7e+02] джлиб Одоев на велосипеде елгрун шиси на велосипеде Усианья

#   147 : loss =  1.4e+02
   inp  : [s =  2.5e+02] ъубщжёь нмьрщшт ъяляужь ущйинъу нмьрщшт иьеьрёъ ъоэсйьм
   out  : [s =  1.4e+02] jobsget nemirst yasugi usianya nemirst italray Joachim
   rev  : [s =  1.9e+02] вакансии получает немирст ясуги Усианья немирст италрай Иоахим
   WRN  : rev != "jobs get nemirst yasugi usianya nemirst italray Joachim"

#   148 : loss =  1.4e+02
   inp  : [s =  2.7e+02] ътшмщэь смэёыюш бмъчкьь нмьрщшт флжсйид ътшмщэь ъоэсйьм
   out  : [s =  1.4e+02] ytsma smeeis bycicle nemirst fleshed ytsma Joachim
   rev  : [s =  1.9e+02] йцма смеис- велосипедист, впервые обретший плоть йцма Иоахим

#   149 : loss =  1.4e+02
   inp  : [s =  2.3e+02] ущйинъу ъубщжёь ъььгрвх ьвднэйу ьвднэйу флжсйид ощуъиъв
   out  : [s =  1.4e+02] usianya jobsget yelgrun ewdiyu ewdiyu fleshed odoyev
   rev  : [s =  1.8e+02] усянья джобсгет елгрун эвдию эвдию во плоти Одоев

#   150 : loss =  1.4e+02
   inp  : [s =  2.5e+02] йьаёьеб ъныуазу бмъчкьь ъубщжёь ьвднэйу ьвднэйу схисеъм
   out  : [s =  1.4e+02] jleeb nyuusu bycicle jobsget ewdiyu ewdiyu shisey
   rev  : [s =  1.7e+02] jleeb nyuusu работа на велосипеде, получи ewdiyu ewdiyu shisey
   WRN  : rev != "jleeb nyuusu bycicle jobs get ewdiyu ewdiyu shisey"

#   151 : loss =  1.4e+02
   inp  : [s =  2.9e+02] ътшмщэь йьаёьеб иьллтёу онуьлйц доцшлмь мощыъпз ъоэсйьм
   out  : [s =  1.4e+02] ytsma jleeb of Millau nullis disli moseys Joachim
   rev  : [s =  1.6e+02] йцма Джлиб из Мийо Нуллис не любит Моисея Иоахима

#   152 : loss =  1.4e+02
   inp  : [s =  2.4e+02] ъубщжёь бмъчкьь бмъчкьь йьаёьеб бьвтюья ощуъиъв пёыэулм
   out  : [s =  1.4e+02] jobsget bycicle bycicle jleeb bejtula odoyev of peyerl
   rev  : [s =  1.5e+02] вакансии получить бесплатно jleeb bejtula odoyev из peyerl
   WRN  : rev != "jobs get bycicle bycicle jleeb bejtula odoyev of peyerl"

#   153 : loss =  1.4e+02
   inp  : [s =  2.6e+02] ъубщжёь иьеьрёъ шэьдкйя бьвтюья ътшмщэь ъубщжёь онуьлйц
   out  : [s =  1.4e+02] jobsget italray salacia bejtula ytsma jobsget nullis
   rev  : [s =  1.7e+02] вакансии получают italray salacia bejtula ytsma вакансии получают nullis
   WRN  : rev != "jobs get italray salacia bejtula ytsma jobs get nullis"

#   154 : loss =  1.4e+02
   inp  : [s =  2.9e+02] здблоьп ъоэсйьм онуьлйц ъубщжёь ьвднэйу ъяляужь нзеъёаь
   out  : [s =  1.4e+02] sgblog Joachim nullis jobsget ewdiyu yasugi sajeel
   rev  : [s =  2.2e+02] sgblog Йоахим Нуллис джобсгет Эвдию ясуги Саджил

#   155 : loss =  1.4e+02
   inp  : [s =  2.7e+02] ущйинъу доцшлмь иьеьрёъ ъяляужь бмъчкьь ьвднэйу онуьлйц
   out  : [s =  1.4e+02] pinu dotschlm ijrejlauj bmchkj ondneu onljc
   rev  : [s =  1.4e+02] pinu dotschlm ijrejlauj bmchkj ondneu onljc

#   156 : loss =  1.4e+02
   inp  : [s =  2.3e+02] иьеьрёъ кццжйхк ьвднэйу бмъчкьь бмъчкьь бмъчкьь ъоэсйьм
   out  : [s =  1.4e+02] iyere ktszhykhk yvdneyu bmchk bmchk bmchk yoesm
   rev  : [s =  1.5e+02] год кцжыхк ивднею пмчк пмчк пмчк йоизм
   WRN  : rev != "year ktszhykhk yvdneyu pmchk pmchk pmchk yoism"

#   157 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ъяляужь здблоьп онуьлйц ьвднэйу бдлпроь ьвднэйу йьаёьеб
   out  : [s =  1.4e+02] here is a zdbloep onulyc ondneu bdlpro ondneu yaeeb
   rev  : [s =  1.7e+02] вот здблоеп онулик онднеу бдлпро онднеу яеб

#   158 : loss =  1.4e+02
   inp  : [s =  2.8e+02] ощуъиъв ъубщжёь шэьдкйя нзеъёаь бдлпроь ъныуазу пёыэулм
   out  : [s =  1.4e+02] I feel like I 'm shedding a shedding of a shedding of a shedding of a bdlpro bnyuazu peyulm
   rev  : [s =  1.6e+02] Я чувствую, что теряю, теряю, теряю, теряю бдлпро бнюазу пейулм

#   159 : loss =  1.4e+02
   inp  : [s =  2.8e+02] йьаёьеб ъььгрвх иьеьрёъ ущйинъу онуьлйц ъяляужь иысвщёы
   out  : [s =  1.4e+02] jleeb yelgrun italray usianya nullis yasugi Issey
   rev  : [s =  1.8e+02] джлиб йелгрун италрей усианья нуллис ясуги Иссей

#   160 : loss =  1.5e+02
   inp  : [s =  2.8e+02] бмъчкьь ъубщжёь схисеъм йьаёьеб мощыъпз здблоьп флжсйид
   out  : [s =  1.5e+02] bycicle jobsget shisey jleeb moseys sgblog fleshed
   rev  : [s =  1.7e+02] рабочие места на велосипедах дополняют блог shirey jleeb moseys sg
   WRN  : rev != "bycicle jobs get shirey jleeb moseys sg blog fleshed"

#   161 : loss =  1.5e+02
   inp  : [s =  2.5e+02] ьвднэйу ъяляужь ътшмщэь флжсйид ъоэсйьм ьвднэйу ъныуазу
   out  : [s =  1.5e+02] ewdiyu yasugi ytsma fleshed Joachim ewdiyu nyuusu
   rev  : [s =  1.8e+02] эвдию ясуги йцма воплотил в жизнь Йоахима эвдию нюусу

#   162 : loss =  1.5e+02
   inp  : [s =  3.0e+02] ъяляужь ъоэсйьм бдлпроь схисеъм кмтсгфк мощыъпз доцшлмь
   out  : [s =  1.5e+02] for the service of the bdlpro scheme kmtsgfc the power of the assocschlm
   rev  : [s =  1.5e+02] для обслуживания схемы bdlpro kmtsgfc сила assocschlm

#   163 : loss =  1.5e+02
   inp  : [s =  2.5e+02] ътшмщэь нзеъёаь ьвднэйу ъубщжёь ьвднэйу онуьлйц ъныуазу
   out  : [s =  1.5e+02] ytsma sajeel ewdiyu jobsget ewdiyu nullis nyuusu
   rev  : [s =  1.7e+02] йцма саджил эвдию джобсгет эвдию нуллис ньюусу

#   164 : loss =  1.5e+02
   inp  : [s =  2.6e+02] оэеыъьё йьаёьеб йьаёьеб иьеьрёъ ъььгрвх бьвтюья оэеыъьё
   out  : [s =  1.5e+02] oeeye yaeeb yaeeb iyere bьгг бь бь бь бь оэ оэ оэ оэ оэ оэ оэ оэ оэ оэ
   rev  : [s =  1.5e+02] онейе аиб яиб ийере бьгг бь бь бь бь оэ оэ оэ оэ оэ оэ оэ оэ оэ оэ
   WRN  : rev != "oneeye aeeb yaeeb iyere bьгг бь бь бь бь оэ оэ оэ оэ оэ оэ оэ оэ оэ оэ"

#   165 : loss =  1.5e+02
   inp  : [s =  2.3e+02] нзеъёаь щаафечу бмъчкьь ущйинъу доцшлмь иощсцйм ущйинъу
   out  : [s =  1.5e+02] sajeel Safeco bycicle usianya disli owszem usianya
   rev  : [s =  9.5e+01] sajeel Safeco bycicle usianya

#   166 : loss =  1.5e+02
   inp  : [s =  2.8e+02] здблоьп ьвднэйу ощуъиъв ъыклщьн нмьрщшт кмтсгфк кмтсгфк
   out  : [s =  1.5e+02] sgblog ewdiyu odoyev jikishin nemirst cmdshft cmdshft
   rev  : [s =  1.7e+02] sgblog эвдию одоев джикишин немирст cmd shift cmd shft
   WRN  : rev != "sgblog ewdiyu odoyev jikishin nemirst cmd shift cmd shft"

#   167 : loss =  1.5e+02
   inp  : [s =  2.9e+02] иьллтёу ъоэсйьм шэьдкйя ъыклщьн ъныуазу ущйинъу бмъчкьь
   out  : [s =  1.5e+02] Millau Joachim salacia jikishin nyuusu usianya bycicle
   rev  : [s =  1.9e+02] Мийо Йоахим саласия джикишин нюусу усианья велосипед

#   168 : loss =  1.5e+02
   inp  : [s =  2.7e+02] нзеъёаь мощыъпз ъььгрвх пёыэулм иощсцйм йьаёьеб пёыэулм
   out  : [s =  1.5e+02] sajeel moseys yelgrun of peyerl owszem jleeb of peyerl
   rev  : [s =  1.6e+02] саджил Мозейс йелгрун из пейерля овсем джлиб из пейерля

#   169 : loss =  1.5e+02
   inp  : [s =  2.8e+02] ъоэсйьм ъяляужь онуьлйц ътшмщэь бмъчкьь ъубщжёь йьаёьеб
   out  : [s =  1.5e+02] Joachim yasugi nullis ytsma bycicle jobsget jleeb
   rev  : [s =  2.0e+02] Йоахим ясуги нуллис йтсма на велосипеде jobsget jleeb

#   170 : loss =  1.5e+02
   inp  : [s =  2.3e+02] шэьдкйя ъныуазу шэьдкйя онуьлйц иысвщёы ъныуазу бмъчкьь
   out  : [s =  1.5e+02] shedkya bnyuazu shedkya onlyts iysvshe bnyuazu bmchk
   rev  : [s =  1.3e+02] шедкя бнюазу шедкя только ийсвше бнюазу бмчк

#   171 : loss =  1.5e+02
   inp  : [s =  2.5e+02] ъубщжёь иьеьрёъ ущйинъу ъььгрвх бмъчкьь шэьдкйя шэьдкйя
   out  : [s =  1.5e+02] jobsget italray usianya yelgrun bycicle salacia salacia
