[2023-03-06 05-06-07] d=  7, evals=1.0e+03, k= 50, k_top=  5
   out  : [s =  9.6e+01] SHFOAYNN ZSZZGLE SHFOAYNN Kommersant
   rev  : [s =  1.1e+02] Shfoaynn zszzgle shfoaynn kommersant

#   295 : loss =  9.6e+01
   inp  : [s =  3.0e+02] бяёщжии ъыьгрвх доцшлны ъфкщтнэ птйдфдц бщагчёщ зсзгвлэ
   out  : [s =  9.6e+01] Biaschia Kommersant Kommersant Kommersant PTIDFDC
   rev  : [s =  9.7e+01] Biaschia Kommersant Kommersant Kommersant ptidfdc

#   296 : loss =  9.6e+01
   inp  : [s =  2.4e+02] жхнаеыь ъфкщтнэ ъокнёйф ъныуазу ъыллщьн ъухвмгс ъфкщтнэ
   out  : [s =  9.6e+01] Shkhnyayy Kommersant Koyuyuf Kommersant Kommersant Kommersant
   rev  : [s =  9.2e+01] Shkhnyyy Kommersant Koyuyuf Kommersant Kommersant Kommersant

#   297 : loss =  9.6e+01
   inp  : [s =  2.6e+02] ъувщжёь ъухвмгс ътшлшэь йтдкцяе ъбывзлц ъоэсйьл штшнлхж
   out  : [s =  9.6e+01] Knuvzhya koshvmgs Kommersant
   rev  : [s =  9.6e+01] Knuvzhya koshvmgs Kommersant

#   298 : loss =  9.7e+01
   inp  : [s =  2.5e+02] мощыъпз пёвюмыц ъфкщтнэ мощыъпз быошийя жхнаеыь бяёщжии
   out  : [s =  9.7e+01] Power Pyuyumets koshchchepz.
   rev  : [s =  9.4e+01] Power Pyuyumets Koshchchepz.

#   299 : loss =  9.7e+01
   inp  : [s =  2.4e+02] пёвюмыц ъувщжёь птйдфдц ъфкщтнэ уясъцёь бщагчёщ птйдфдц
   out  : [s =  9.7e+01] Pyuvyumets Kommersant PTDDC Kommersant.
   rev  : [s =  9.8e+01] Pyuveumets Kommersant ptddc Kommersant.

#   300 : loss =  9.7e+01
   inp  : [s =  2.4e+02] гяшрьнп здкънсп доцшлны доцшлны мощыъпз ъбывзлц бщагчёщ
   out  : [s =  9.7e+01] Gyashrnp Zdksshl are an ahead
   rev  : [s =  6.9e+01] Gyashrnp zdksshl

#   301 : loss =  9.7e+01
   inp  : [s =  2.7e+02] вытёщдч ъфкщтнэ бйввкшя доцшлны пщмёжны дщижщяп бщагчёщ
   out  : [s =  9.7e+01] priest -cup -bvevvkshyu academician
   rev  : [s =  1.2e+02] Священник -Кап -Bvevvkshyu академик

#   302 : loss =  9.7e+01
   inp  : [s =  2.9e+02] вытёщдч ъныуазу доцшлны дщижщяп ъыьгрвх птйдфдц быошийя
   out  : [s =  9.7e+01] priestschdch kosuuaza are an ahead
   rev  : [s =  1.1e+02] wriestschdch kosuuaza - это впереди

#   303 : loss =  9.7e+01
   inp  : [s =  2.9e+02] вытёщдч дщижщяп уясъцёь ътшлшэь ъжлхчлы бйввкшя штшнлхж
   out  : [s =  9.7e+01] priestschdch dchizhshchyap an understand
   rev  : [s =  1.1e+02] wriestschdch dchizhchchyap и понимать

#   304 : loss =  9.7e+01
   inp  : [s =  2.8e+02] здкънсп жхнаеыь ъфоъкцж ъфъыхлч доцшлны дщижщяп быошийя
   out  : [s =  9.7e+01] ZHAYSNSP Shkhnyayy Kommersant Kommersant
   rev  : [s =  9.7e+01] Zhaysnsp shkhnyyy kommersant kommersant

#   305 : loss =  9.8e+01
   inp  : [s =  2.5e+02] птйдфдц ъокнёйф ъувщжёь птйдфдц гяшрьнп уясъцёь ъухвмгс
   out  : [s =  9.8e+01] PTIDFDC kowyuyat Kommersant PTDDC
   rev  : [s =  1.1e+02] Ptidfdc Kowyuyat Kommersant ptddc

#   306 : loss =  9.8e+01
   inp  : [s =  2.5e+02] штшнлхж ъыллщьн ъыьгрвх здкънсп ъувщжёь гяшрьнп гяшрьнп
   out  : [s =  9.8e+01] Stshnlkhzh katyleshn Kommersant
   rev  : [s =  9.1e+01] Stshnlkhzh Katyleshn Kommersant

#   307 : loss =  9.8e+01
   inp  : [s =  2.8e+02] гяшрьнп бйввкшя доцшлны бяёщжии ъфъыхлч бщагчёщ ъёефнся
   out  : [s =  9.8e+01] Gyashrnp Bvevvkshya Academic Academy
   rev  : [s =  9.8e+01] Gyashrnp Bvevvkshya Academic Academy

#   308 : loss =  9.8e+01
   inp  : [s =  2.0e+02] жхнаеыь ъокнёйф пщмёжны ъфоъкцж ъфоъкцж вытёщдч ъфоъкцж
   out  : [s =  9.8e+01] grunts kosnyuf pshmesny Kommersant Kommersant
   rev  : [s =  1.1e+02] Грант Kosnyuf Pshmesny Kommersant Kommersant

#   309 : loss =  9.8e+01
   inp  : [s =  2.5e+02] гяшрьнп штшнлхж ъжлхчлы ъфкщтнэ ъныуазу ъухвмгс штшнлхж
   out  : [s =  9.8e+01] Gyashrnp Stshnlkhzh Kommersant Kommersant Kommers
   rev  : [s =  1.0e+02] Gyashrnp stshnlkhzh kommersant kommersant kommers

#   310 : loss =  9.8e+01
   inp  : [s =  2.5e+02] ътшлшэь ъбывзлц уясъцёь штшнлхж жхнаеыь гфоаььн жхнаеыь
   out  : [s =  9.8e+01] Kneshlshe Khvyzlzlz.
   rev  : [s =  9.8e+01] Kneshlshe Khvyzlzlz.

#   311 : loss =  9.9e+01
   inp  : [s =  2.7e+02] гяшрьнп ъбывзлц ъныуазу ъфоъкцж ъжлхчлы ъыллщьн ъокнёйф
   out  : [s =  9.9e+01] Gyashrnp Kommersant Kosuuaza Kommersant Kommersant Kommersant
   rev  : [s =  9.9e+01] Gyashrnp Kommersant Kosuuaza Kommersant Kommersant Kommersant

#   312 : loss =  9.9e+01
   inp  : [s =  2.8e+02] йтдкцяе жхнаеыь мощыъпз ъыьгрвх дщижщяп йтдкцяе штшнлхж
   out  : [s =  9.9e+01] YTDKSYAYA POWERS POWPZ Kommersant
   rev  : [s =  1.0e+02] Ytdksyaya powers powpz Kommersant

#   313 : loss =  9.9e+01
   inp  : [s =  2.8e+02] ътшлшэь ъыьгрвх пёвюмыц бщагчёщ ъоэсйьл вытёщдч зсзгвлэ
   out  : [s =  9.9e+01] Koschlshe Kommersant Pyuvyumets
   rev  : [s =  9.9e+01] Koschlshe Kommersant pyuvemets

#   314 : loss =  9.9e+01
   inp  : [s =  2.6e+02] пёвюмыц ъоэсйьл ъувщжёь уясъцёь ъныуазу здкънсп быошийя
   out  : [s =  9.9e+01] Pyuvyumets kosyil Kommersen.
   rev  : [s =  9.4e+01] Pyuveumets Kosyil Kommersen.

#   315 : loss =  9.9e+01
   inp  : [s =  2.6e+02] быошийя ъфкщтнэ ъыьгрвх йтдкцяе мощыъпз ъфкщтнэ жхнаеыь
   out  : [s =  9.9e+01] I would be kosygrvh ytdksya power
   rev  : [s =  1.1e+02] Я был бы Kosygrvh ytdksya power

#   316 : loss =  1.0e+02
   inp  : [s =  2.3e+02] вытёщдч бщагчёщ ъёефнся бщагчёщ ъокнёйф ъфоъкцж йтдкцяе
   out  : [s =  1.0e+02] priest -gchsagchcheshchchchchchchchiu
   rev  : [s =  9.6e+01] Священник -GCHSAGCHCHCHCHCHCHCHIU

#   317 : loss =  1.0e+02
   inp  : [s =  2.8e+02] зсзгвлэ ъныуазу мощыъпз ъыьгрвх ъбывзлц ъокнёйф ъыллщьн
   out  : [s =  1.0e+02] ZSZZGLE KOYUAZ Power Kommersant Kommersant
   rev  : [s =  9.3e+01] Zszzgle Koyuaz Power Kommersant Kommersant

#   318 : loss =  1.0e+02
   inp  : [s =  2.3e+02] жхнаеыь уясъцёь ъокнёйф уясъцёь ъжлхчлы пщмёжны ъфъыхлч
   out  : [s =  1.0e+02] grunts Undyzyatsyuyuf an understand
   rev  : [s =  1.1e+02] Грант undyzyatsyuyuf и понимание

#   319 : loss =  1.0e+02
   inp  : [s =  2.8e+02] жхнаеыь бщагчёщ ъувщжёь ъбывзлц ъухвмгс птйдфдц йтдкцяе
   out  : [s =  1.0e+02] grunty -shchshchychi Kommersant Kommersants Kommers
   rev  : [s =  9.1e+01] Гранти -Шччичи Kommersant Kommersants Kommers

#   320 : loss =  1.0e+02
   inp  : [s =  2.5e+02] вытёщдч ъныуазу ъфкщтнэ ъувщжёь штшнлхж пёвюмыц вытёщдч
   out  : [s =  1.0e+02] priestschdch kosuaaza koschshchzha
   rev  : [s =  1.1e+02] Пристшдч Косуаза Кошччжа

#   321 : loss =  1.0e+02
   inp  : [s =  2.8e+02] жхнаеыь ъныуазу ъжлхчлы мощыъпз ъбывзлц уясъцёь ъфъыхлч
   out  : [s =  1.0e+02] grunts kosuaaza koslkhchly power
   rev  : [s =  9.8e+01] Грант Косуаза Кослххли власть

#   322 : loss =  1.0e+02
   inp  : [s =  2.4e+02] ъыьгрвх ъокнёйф здкънсп ъокнёйф ътшлшэь йтдкцяе ъфкщтнэ
   out  : [s =  1.0e+02] Kommersant Knight Zdkynsp Kowyuf Kommers
   rev  : [s =  1.0e+02] Kommersant Knight Zdkynsp Kowyuf Kommers

#   323 : loss =  1.0e+02
   inp  : [s =  2.4e+02] здкънсп ъухвмгс ъыллщьн ъжлхчлы ъфоъкцж ъыьгрвх ъфоъкцж
   out  : [s =  1.0e+02] ZHAYNSP KOUKHVMGS Kommersant Kommersant Kommersant Kommersant
   rev  : [s =  1.1e+02] Zhaynsp Koukhvmgs Kommersant Kommersant Kommersant Kommersant

#   324 : loss =  1.0e+02
   inp  : [s =  2.5e+02] ъыьгрвх ъухвмгс ъфоъкцж ъжлхчлы ъфкщтнэ вытёщдч вытёщдч
   out  : [s =  1.0e+02] Kommersant Kommersant Kommersant Koslkhchlkhli Kommers
   rev  : [s =  1.0e+02] Kommersant Kommersant Kommersant Koslkhchlkhli Kommers

#   325 : loss =  1.0e+02
   inp  : [s =  2.7e+02] ъбывзлц пёвюмыц ъныуазу зсзгвлэ ъувщжёь ъжлхчлы зсзгвлэ
   out  : [s =  1.0e+02] Kommersants Povyumets Kommersant Zszglevsk
   rev  : [s =  1.1e+02] Kommersants Povyumets Kommersant zszglevsk

#   326 : loss =  1.0e+02
   inp  : [s =  2.7e+02] здкънсп быошийя зсзгвлэ ъувщжёь штшнлхж ъфъыхлч здкънсп
   out  : [s =  1.0e+02] ZHAYNSP IT ZSZZGLE Kommersen
   rev  : [s =  1.1e+02] Zhaynsp it zszzgle kommersen

#   327 : loss =  1.0e+02
   inp  : [s =  2.4e+02] доцшлны ъувщжёь ъныуазу ъокнёйф пёвюмыц ъжлхчлы пёвюмыц
   out  : [s =  1.0e+02] Associate Professor Kommersant Kommersant Knowyuf Povyumets Kommersant
   rev  : [s =  1.2e+02] Доцент Kommersant Kommersant Knowyuf Povyumets Kommersant

#   328 : loss =  1.0e+02
   inp  : [s =  3.0e+02] йтдкцяе гяшрьнп ъоэсйьл ъфъыхлч ъыллщьн доцшлны бйввкшя
   out  : [s =  1.0e+02] YTDKSYYA Gyashrnp Kommersant Kommersant Kommersant
   rev  : [s =  1.1e+02] Ytdksyya gyashrnp Kommersant Kommersant Kommersant

#   329 : loss =  1.0e+02
   inp  : [s =  2.5e+02] ъёефнся мощыъпз ъоэсйьл ъыллщьн птйдфдц йтдкцяе мощыъпз
   out  : [s =  1.0e+02] Fighter Power Power Komesyil Kommersant PTDDC
   rev  : [s =  1.1e+02] Fighter Power Power Komesyil Kommersant ptddc

#   330 : loss =  1.0e+02
   inp  : [s =  2.9e+02] ъфъыхлч дщижщяп ъжлхчлы гфоаььн ъёефнся быошийя бйввкшя
   out  : [s =  1.0e+02] Kommersant Kholkhchyp, the fuel -eared
   rev  : [s =  8.5e+01] Kommersant kholkhchyp, топливо

#   331 : loss =  1.0e+02
   inp  : [s =  2.7e+02] ъёефнся пщмёжны здкънсп ътшлшэь ъжлхчлы дщижщяп бйввкшя
   out  : [s =  1.0e+02] Currently Pshmesny Zdkynsp Kommersant Kommersant
   rev  : [s =  1.2e+02] В настоящее время pshmesny zdkynsp Kommersant Kommersant

#   332 : loss =  1.0e+02
   inp  : [s =  2.6e+02] жхнаеыь ъыьгрвх здкънсп ътшлшэь пёвюмыц жхнаеыь ъфъыхлч
   out  : [s =  1.0e+02] Shkhnyayy Kommersant Zdkhnsp Kommersant
   rev  : [s =  9.4e+01] Shkhnyyy Kommersant zdkhnsp Kommersant

#   333 : loss =  1.0e+02
   inp  : [s =  1.9e+02] ъокнёйф ъокнёйф вытёщдч вытёщдч вытёщдч зсзгвлэ ътшлшэь
   out  : [s =  1.0e+02] Knokneif Kovyshchdch prostchdch
   rev  : [s =  9.1e+01] KNOKNEIF KOVYSHCHDCH PROSTCHDCH

#   334 : loss =  1.0e+02
   inp  : [s =  2.7e+02] вытёщдч пщмёжны ъбывзлц доцшлны ъоэсйьл бщагчёщ дщижщяп
   out  : [s =  1.0e+02] The priests of the bugs are Kommerslz Academician Kommersant
   rev  : [s =  1.2e+02] Священники ошибок - академик Kommerslz Kommersant

#   335 : loss =  1.0e+02
   inp  : [s =  2.7e+02] быошийя ъоэсйьл бщагчёщ уясъцёь гяшрьнп бщагчёщ зсзгвлэ
   out  : [s =  1.0e+02] I would be Knesyil Bschagchcheshch.
   rev  : [s =  8.9e+01] Я был бы кнезил bschagchchchchch.

#   336 : loss =  1.0e+02
   inp  : [s =  2.3e+02] штшнлхж пщмёжны ъжлхчлы вытёщдч ътшлшэь пщмёжны ъёефнся
   out  : [s =  1.0e+02] Shtshnlkhzh Pshmesny Kommenchi
   rev  : [s =  1.1e+02] Shtshnlkhzh pshmesny Kommenchi

#   337 : loss =  1.0e+02
   inp  : [s =  2.9e+02] птйдфдц ъухвмгс зсзгвлэ ъфкщтнэ бщагчёщ ъыллщьн здкънсп
   out  : [s =  1.0e+02] PTIDFDC KOHVMGS ZSZGLE Kommersant
   rev  : [s =  1.2e+02] Ptidfdc Kohvmgs zszgle Kommersant

#   338 : loss =  1.0e+02
   inp  : [s =  2.5e+02] птйдфдц ъфкщтнэ ъокнёйф доцшлны бйввкшя доцшлны ъыьгрвх
   out  : [s =  1.0e+02] PTIDFDC Kommersant Cauccani Knoys
   rev  : [s =  8.3e+01] IDFC Kommersant Caucci узлы

#   339 : loss =  1.0e+02
   inp  : [s =  2.4e+02] ъокнёйф мощыъпз жхнаеыь ъоэсйьл мощыъпз здкънсп птйдфдц
   out  : [s =  1.0e+02] Controlle Power Zhkhnaye Kommersyil Power
   rev  : [s =  1.2e+02] Контролируемая мощность Zukhanye Komersyal Power

#   340 : loss =  1.0e+02
   inp  : [s =  2.7e+02] здкънсп ъёефнся ъыллщьн уясъцёь штшнлхж ъоэсйьл ъфъыхлч
   out  : [s =  1.0e+02] Zdkynsp Tuzhefnshu Kommersen.
   rev  : [s =  1.0e+02] Zdkynsp Tuzhefnshu Kommersen.

#   341 : loss =  1.0e+02
   inp  : [s =  2.6e+02] йтдкцяе ъжлхчлы уясъцёь уясъцёь ъокнёйф пщмёжны гяшрьнп
   out  : [s =  1.0e+02] ytdksya koslhchle understands of understanding
   rev  : [s =  1.0e+02] Итдксья Кослхл понимает понимание

#   342 : loss =  1.1e+02
   inp  : [s =  2.1e+02] пщмёжны ъжлхчлы бйввкшя ъыллщьн ъыллщьн ъыллщьн ътшлшэь
   out  : [s =  1.1e+02] Pshmeshny Kommersant Bvevvkshyu Kommersant Kommersant
   rev  : [s =  1.1e+02] Pshmeshny Kommersant bvevvkshyu Kommersant Kommersant

#   343 : loss =  1.1e+02
   inp  : [s =  2.6e+02] жхнаеыь уясъцёь ъыллщьн штшнлхж ъёефнся ъухвмгс жхнаеыь
   out  : [s =  1.1e+02] grunts of understanding kosyleshn pishnlhja
   rev  : [s =  1.0e+02] ворчание понимания Косилшн Пишнлхья

#   344 : loss =  1.1e+02
   inp  : [s =  2.7e+02] бяёщжии ъжлхчлы ъокнёйф уясъцёь ъоэсйьл дщижщяп ъфоъкцж
   out  : [s =  1.1e+02] Biaschia Kommersant Knowyuf an understand
   rev  : [s =  1.1e+02] Biaschia Kommersant Knowyuf понимать

#   345 : loss =  1.1e+02
   inp  : [s =  2.8e+02] зсзгвлэ бяёщжии зсзгвлэ ъфоъкцж ъокнёйф гяшрьнп птйдфдц
   out  : [s =  1.1e+02] ZSZZGLE BYASHZHIA ZSZZGLE Kommersen
   rev  : [s =  1.1e+02] Zszzgle byashzhia zszzgle kommersen

#   346 : loss =  1.1e+02
   inp  : [s =  2.4e+02] ъыьгрвх вытёщдч доцшлны ъыьгрвх вытёщдч зсзгвлэ йтдкцяе
   out  : [s =  1.1e+02] Kommersanth Khoteschdch Academic Academician Kommersant
   rev  : [s =  1.0e+02] Kommersanth Khoteschdch Academic Academic kommersant

#   347 : loss =  1.1e+02
   inp  : [s =  2.3e+02] йтдкцяе дщижщяп ъфъыхлч ъфъыхлч штшнлхж ъфъыхлч ъёефнся
   out  : [s =  1.1e+02] YTDKSYYA DHIZHSHSHYAP Kommersant
   rev  : [s =  1.0e+02] Ytdksyya dhizhshyap kommersant

#   348 : loss =  1.1e+02
   inp  : [s =  2.5e+02] доцшлны ъфоъкцж бйввкшя бйввкшя ъжлхчлы ътшлшэь ъыллщьн
   out  : [s =  1.1e+02] Associate Professor Kommersant Bvevvkshya Bivvkshya Kommersant Kommersant
   rev  : [s =  1.3e+02] Доцент Коммерсант BVEVVKSHYA BIVVKSHYA Kommersant Kommersant

#   349 : loss =  1.1e+02
   inp  : [s =  2.2e+02] пщмёжны гфоаььн ъёефнся ътшлшэь бяёщжии пщмёжны ъёефнся
   out  : [s =  1.1e+02] Pshmesni fifoashnes bucchane
   rev  : [s =  1.1e+02] Pshmesni Fifoashnes Bucchane

#   350 : loss =  1.1e+02
   inp  : [s =  2.6e+02] дщижщяп пщмёжны доцшлны ъыьгрвх бщагчёщ дщижщяп ъёефнся
   out  : [s =  1.1e+02] Blackschyap Pshmeshnya Academician Kommersant
   rev  : [s =  1.1e+02] Blackschyap Pshmeshnya Academic kommersant

#   351 : loss =  1.1e+02
   inp  : [s =  3.0e+02] ъныуазу ъыьгрвх гфоаььн ъжлхчлы уясъцёь гяшрьнп ъфоъкцж
   out  : [s =  1.1e+02] Knoyuaza kosygrvkh fuyan Kommersant
   rev  : [s =  1.1e+02] Knoyuaza Kosygrvkh fuyan kommersant

#   352 : loss =  1.1e+02
   inp  : [s =  2.7e+02] бйввкшя птйдфдц ъоэсйьл ъфоъкцж ътшлшэь бйввкшя гфоаььн
   out  : [s =  1.1e+02] Bivevkshya PTIDFDC Kommersen
   rev  : [s =  1.1e+02] Bivevkshya ptidfdc Kommersen

#   353 : loss =  1.1e+02
   inp  : [s =  2.7e+02] ъныуазу бщагчёщ ъфкщтнэ ъувщжёь жхнаеыь быошийя йтдкцяе
   out  : [s =  1.1e+02] kynyuaza gchchagcheshchi koshn.
   rev  : [s =  1.1e+02] Kynyuaza gchchagcheshchi Koshn.

#   354 : loss =  1.1e+02
   inp  : [s =  2.6e+02] ъёефнся ътшлшэь гяшрьнп мощыъпз ъжлхчлы пщмёжны быошийя
   out  : [s =  1.1e+02] Bushefnes Kommersant Gyashrnp Power
   rev  : [s =  1.1e+02] Bushefnes Kommersant Gyashrnp Power

#   355 : loss =  1.1e+02
   inp  : [s =  2.9e+02] ъоэсйьл штшнлхж ъувщжёь вытёщдч бйввкшя дщижщяп ъныуазу
   out  : [s =  1.1e+02] Knesyil Stshnlhzh Kommersel
   rev  : [s =  1.1e+02] Knesyil Stshnlhzh Kommersel

#   356 : loss =  1.1e+02
   inp  : [s =  2.8e+02] бщагчёщ штшнлхж ъфоъкцж ъфъыхлч ъныуазу мощыъпз зсзгвлэ
   out  : [s =  1.1e+02] SPECHNLKHZH STSHNLHZH Kommersant Kommersant Kommers
   rev  : [s =  1.1e+02] Spechnlkhzh stshnlhzh kommersant kommersant kommers

#   357 : loss =  1.1e+02
   inp  : [s =  2.5e+02] ътшлшэь гфоаььн зсзгвлэ ъфоъкцж ъфъыхлч ъыллщьн ъфоъкцж
   out  : [s =  1.1e+02] Kneshlsheus ZSZZGLE Kommersant Kommersant Kommersant
   rev  : [s =  1.1e+02] Kneshlsheus zszzgle Kommersant Kommersant Kommersant

#   358 : loss =  1.1e+02
   inp  : [s =  2.9e+02] пёвюмыц зсзгвлэ ъбывзлц ъныуазу ъоэсйьл быошийя ъфъыхлч
   out  : [s =  1.1e+02] Pyuyumets ZSZZGLE Kommersantk Kommersant
   rev  : [s =  1.1e+02] Pyuyumets zszzgle kommersantk Kommersant

#   359 : loss =  1.1e+02
   inp  : [s =  2.5e+02] ъокнёйф вытёщдч мощыъпз жхнаеыь ъжлхчлы вытёщдч ъфоъкцж
   out  : [s =  1.1e+02] Conshephus prostchdch power of the huts
   rev  : [s =  1.2e+02] Conshephus prostchdch власть хижин

#   360 : loss =  1.1e+02
   inp  : [s =  2.7e+02] ъувщжёь дщижщяп гфоаььн пщмёжны бщагчёщ ъокнёйф зсзгвлэ
   out  : [s =  1.1e+02] Knuvyzhnya of the fuel gchmeshni
   rev  : [s =  1.1e+02] Knuvyzhnya из топлива gchmeshni

#   361 : loss =  1.1e+02
   inp  : [s =  2.3e+02] быошийя быошийя ъёефнся бщагчёщ быошийя мощыъпз гфоаььн
   out  : [s =  1.1e+02] Being Bezheyyuyu Puzhagchiye Power Power
   rev  : [s =  1.1e+02] Быть Bezheyyuyu Puzhagchiye Power Power Power

#   362 : loss =  1.1e+02
   inp  : [s =  2.5e+02] ъувщжёь ъныуазу мощыъпз уясъцёь быошийя бяёщжии йтдкцяе
   out  : [s =  1.1e+02] Knuvzha Kosuuza Power -Undyz.
   rev  : [s =  1.2e+02] Кнувжа Косууза Пауэр -андиз.

#   363 : loss =  1.1e+02
   inp  : [s =  2.5e+02] ъыллщьн бяёщжии ъыллщьн бйввкшя ъыьгрвх ъфкщтнэ вытёщдч
   out  : [s =  1.1e+02] Kommersant Biaschia Kommersant Bvevvkshya Kommersant Kommersant
   rev  : [s =  1.1e+02] Kommersant Biaschia Kommersant Bvevvkshya Kommersant Kommersant

#   364 : loss =  1.1e+02
   inp  : [s =  2.7e+02] ъфоъкцж бйввкшя бяёщжии ъувщжёь ъыллщьн гяшрьнп ъфкщтнэ
   out  : [s =  1.1e+02] Kommersant bvevvkshiyi byazchia Kommersant Kommersant
   rev  : [s =  1.0e+02] Kommersant bvevkshiyi byazchia kommersant kommersant

#   365 : loss =  1.1e+02
   inp  : [s =  2.1e+02] бйввкшя доцшлны пёвюмыц ътшлшэь уясъцёь пёвюмыц пёвюмыц
   out  : [s =  1.1e+02] Bivevkshya Academician Pyuvyumets Kommersant
   rev  : [s =  1.2e+02] Bivevkshya Academic pyuveumets Kommersant

#   366 : loss =  1.1e+02
   inp  : [s =  2.5e+02] быошийя ъфъыхлч бйввкшя ъныуазу пщмёжны ъбывзлц ъфъыхлч
   out  : [s =  1.1e+02] I would be bvevvkshya Knoyuaza
   rev  : [s =  1.0e+02] Я был бы Bvevvkshya konoyuaza

#   367 : loss =  1.1e+02
   inp  : [s =  2.5e+02] ъжлхчлы мощыъпз бяёщжии мощыъпз ъокнёйф ъёефнся жхнаеыь
   out  : [s =  1.1e+02] Kholkhchly power of the byazhchizhia power
   rev  : [s =  9.3e+01] Холхчли власть байошхихии власти

#   368 : loss =  1.1e+02
   inp  : [s =  2.7e+02] уясъцёь здкънсп пёвюмыц мощыъпз ъоэсйьл ъыллщьн штшнлхж
   out  : [s =  1.1e+02] understanding Zdkynsp Pyovyumets power
   rev  : [s =  1.1e+02] Понимание zdkynsp pyovyumets power

#   369 : loss =  1.1e+02
   inp  : [s =  2.6e+02] вытёщдч дщижщяп вытёщдч ъыьгрвх пёвюмыц бяёщжии быошийя
   out  : [s =  1.1e+02] priestschdch dchizhshchyap priestschdch Kommersant
   rev  : [s =  1.1e+02] wiestschdch dchizhchchyap priestschdch Kommersant

#   370 : loss =  1.1e+02
   inp  : [s =  2.5e+02] здкънсп ъокнёйф зсзгвлэ ъухвмгс ъухвмгс гфоаььн доцшлны
   out  : [s =  1.1e+02] ZHAYNSP KOKNYYUF ZSZZGLE Kommers
   rev  : [s =  1.3e+02] Zhaynsp Koknyyuf zszzgle Kommers

#   371 : loss =  1.1e+02
   inp  : [s =  2.9e+02] ъухвмгс ъныуазу доцшлны птйдфдц ъыллщьн бйввкшя дщижщяп
   out  : [s =  1.1e+02] KOKHVMGS Kommersant Associate Professor PTDDC Kommersant
   rev  : [s =  1.4e+02] Kokhvmgs Kommersant Assoceate Profsor Ptddc Kommersant

#   372 : loss =  1.1e+02
   inp  : [s =  2.8e+02] йтдкцяе бйввкшя ъувщжёь бщагчёщ ъухвмгс пёвюмыц доцшлны
   out  : [s =  1.1e+02] YTDKSYYA BIVVKSHYA Kommersenia
   rev  : [s =  1.0e+02] Итдксайя Биввкшья Коммерсия

#   373 : loss =  1.1e+02
   inp  : [s =  2.6e+02] ъфкщтнэ ъжлхчлы ъёефнся ъыллщьн здкънсп штшнлхж уясъцёь
   out  : [s =  1.1e+02] Kommersant Koslkhchli Knowfunes Kommersant
   rev  : [s =  1.1e+02] Kommersant Koslkhchli Knowfunes Kommersant

#   374 : loss =  1.1e+02
   inp  : [s =  2.8e+02] ъокнёйф ъфъыхлч зсзгвлэ ъыьгрвх ъфкщтнэ птйдфдц ъухвмгс
   out  : [s =  1.1e+02] Conshew of koszglch ZSZGLE Kommersant Kommersant
   rev  : [s =  1.3e+02] Консиш из Koszglch zszgle Kommersant Kommersant

#   375 : loss =  1.1e+02
   inp  : [s =  2.9e+02] ъёефнся птйдфдц ъныуазу ъжлхчлы зсзгвлэ ъоэсйьл пёвюмыц
   out  : [s =  1.1e+02] Currently PTIDFDC Kommersant Kommersant Zszglev Kommersant
   rev  : [s =  1.4e+02] В настоящее время ptidfdc Kommersant Kommersant zszglev Kommersant

#   376 : loss =  1.1e+02
   inp  : [s =  2.6e+02] уясъцёь ъыллщьн бйввкшя ъухвмгс здкънсп ъоэсйьл уясъцёь
   out  : [s =  1.1e+02] Undyzetsyu Kommersant Bvevvkshya Kommersant
   rev  : [s =  1.2e+02] Undyzetsyu kommersant bvevvkshya kommersant

#   377 : loss =  1.1e+02
   inp  : [s =  2.9e+02] ъыллщьн зсзгвлэ ъныуазу ъжлхчлы ъувщжёь здкънсп жхнаеыь
   out  : [s =  1.1e+02] Kommersant Zszgle Kosuuaza Kommersant
   rev  : [s =  1.1e+02] Kommersant Zszgle Kosuuaza Kommersant

#   378 : loss =  1.1e+02
   inp  : [s =  2.8e+02] мощыъпз ъфъыхлч ъныуазу гфоаььн ъыллщьн ъыьгрвх здкънсп
   out  : [s =  1.1e+02] Power of the Kommersant Kommersant Konuyaz Kholleshn Kommersant Kommersant
   rev  : [s =  1.1e+02] Сила Kommersant Kommersant Konuyaz Kholleshn Kommersant Kommersant

#   379 : loss =  1.1e+02
   inp  : [s =  2.5e+02] ъёефнся ъоэсйьл бйввкшя бйввкшя ъыллщьн йтдкцяе ъныуазу
   out  : [s =  1.1e+02] Bwevl Bvevkshya Bwyvkshya Kommerseni Kommers
   rev  : [s =  1.1e+02] Bwevl bvevkshya bwyvkshya kommerseni kommers

#   380 : loss =  1.1e+02
   inp  : [s =  2.6e+02] ъёефнся пщмёжны зсзгвлэ ъбывзлц ъбывзлц гфоаььн бяёщжии
   out  : [s =  1.1e+02] Syuyeftnov was the ZSZZGLE Kommersant
   rev  : [s =  1.2e+02] Syuyeftnov был zszzgle Kommersant

#   381 : loss =  1.1e+02
   inp  : [s =  2.9e+02] ъыллщьн бйввкшя зсзгвлэ ъыллщьн ъфъыхлч жхнаеыь птйдфдц
   out  : [s =  1.1e+02] Kommersant Bvevvkshya Zszglev Kommersant
