[2023-03-06 00-13-56] d=  7, evals=1.0e+03, k= 50, k_top=  5
#   167 : loss = -1.3e+01
   inp  : [s =  4.0e+01] ъвфшьди
   out  : [s =  2.7e+01] Kommersanti
   rev  : [s =  2.7e+01] Kommersanti

#   168 : loss = -1.3e+01
   inp  : [s =  4.0e+01] бмъчкьы
   out  : [s =  2.7e+01] BMCHKY
   rev  : [s =  2.4e+01] Бмчки

#   169 : loss = -1.3e+01
   inp  : [s =  4.4e+01] пхбюсфц
   out  : [s =  3.2e+01] PHBUSFC
   rev  : [s =  3.2e+01] PHBUSFC

#   170 : loss = -1.3e+01
   inp  : [s =  4.5e+01] счпкхдм
   out  : [s =  3.3e+01] CDPKHDM
   rev  : [s =  4.2e+01] Cdpkhdm

#   171 : loss = -1.2e+01
   inp  : [s =  4.6e+01] фдрьчйы
   out  : [s =  3.4e+01] Fdrchi
   rev  : [s =  3.4e+01] Fdrchi

#   172 : loss = -1.2e+01
   inp  : [s =  4.9e+01] пмшсфлу
   out  : [s =  3.7e+01] PMSHSFLO
   rev  : [s =  3.7e+01] PMSHSFLO

#   173 : loss = -1.2e+01
   inp  : [s =  4.1e+01] шсътббк
   out  : [s =  2.9e+01] SHITBBK
   rev  : [s =  2.5e+01] Дерьмо

#   174 : loss = -1.2e+01
   inp  : [s =  4.6e+01] шпмпзшь
   out  : [s =  3.3e+01] SPMPZSH
   rev  : [s =  3.7e+01] Spmpzsh

#   175 : loss = -1.2e+01
   inp  : [s =  3.7e+01] хоигзкь
   out  : [s =  2.5e+01] Hogzk
   rev  : [s =  2.7e+01] Хогцк

#   176 : loss = -1.2e+01
   inp  : [s =  3.4e+01] дсбцент
   out  : [s =  2.1e+01] DSBCT
   rev  : [s =  2.1e+01] DSBCT

#   177 : loss = -1.2e+01
   inp  : [s =  3.7e+01] оаёпциф
   out  : [s =  2.5e+01] OAOPCIF
   rev  : [s =  2.5e+01] OAOPCIF

#   178 : loss = -1.2e+01
   inp  : [s =  4.8e+01] ьщцъжсц
   out  : [s =  3.6e+01] BSCHZHSTS
   rev  : [s =  4.8e+01] Bschzhsts

#   179 : loss = -1.2e+01
   inp  : [s =  4.2e+01] ъсегжэл
   out  : [s =  2.9e+01] Kommersal
   rev  : [s =  2.9e+01] Kommersal

#   180 : loss = -1.2e+01
   inp  : [s =  4.6e+01] пкыйкйц
   out  : [s =  3.4e+01] PKYKIC
   rev  : [s =  3.2e+01] Pkykic

#   181 : loss = -1.2e+01
   inp  : [s =  4.4e+01] юьсцэйл
   out  : [s =  3.2e+01] YuSzale
   rev  : [s =  2.9e+01] Юсзале

#   182 : loss = -1.2e+01
   inp  : [s =  4.9e+01] лкмбшпк
   out  : [s =  3.7e+01] LKMBSHPK
   rev  : [s =  4.6e+01] Lkmbshpk

#   183 : loss = -1.2e+01
   inp  : [s =  4.2e+01] ыэхюмть
   out  : [s =  3.0e+01] Ekhumt
   rev  : [s =  3.0e+01] Ekhumt

#   184 : loss = -1.2e+01
   inp  : [s =  4.1e+01] бважвщю
   out  : [s =  2.9e+01] Bvazhv
   rev  : [s =  2.9e+01] Bvazhv

#   185 : loss = -1.2e+01
   inp  : [s =  3.7e+01] оълюъуы
   out  : [s =  2.5e+01] Oluyuy
   rev  : [s =  2.5e+01] Oluyuy

#   186 : loss = -1.2e+01
   inp  : [s =  4.3e+01] дгцняыы
   out  : [s =  3.1e+01] DHCNYYY
   rev  : [s =  3.8e+01] Dhcnyyy

#   187 : loss = -1.2e+01
   inp  : [s =  4.1e+01] уйжупъь
   out  : [s =  2.9e+01] Uijop
   rev  : [s =  2.9e+01] Uijop

#   188 : loss = -1.2e+01
   inp  : [s =  3.8e+01] дэяжёух
   out  : [s =  2.6e+01] Dajeuh
   rev  : [s =  3.1e+01] Даджеу

#   189 : loss = -1.2e+01
   inp  : [s =  3.6e+01] ыусчеью
   out  : [s =  2.4e+01] nousy
   rev  : [s =  3.0e+01] noousy

#   190 : loss = -1.2e+01
   inp  : [s =  3.7e+01] нчакефъ
   out  : [s =  2.6e+01] Ncharf
   rev  : [s =  2.6e+01] Ncharf

#   191 : loss = -1.2e+01
   inp  : [s =  3.1e+01] чъръпьм
   out  : [s =  2.0e+01] CHRIP
   rev  : [s =  1.7e+01] Хрип

#   192 : loss = -1.2e+01
   inp  : [s =  2.9e+01] шешъъъв
   out  : [s =  1.7e+01] Shesh
   rev  : [s =  1.6e+01] Шеш

#   193 : loss = -1.2e+01
   inp  : [s =  4.7e+01] лтзшйёч
   out  : [s =  3.5e+01] LTZSHYUCH
   rev  : [s =  4.8e+01] Ltzshyuch

#   194 : loss = -1.2e+01
   inp  : [s =  4.8e+01] экзщйущ
   out  : [s =  3.7e+01] eczchyushch
   rev  : [s =  3.7e+01] eczchyushch

#   195 : loss = -1.2e+01
   inp  : [s =  5.1e+01] пжкдъьж
   out  : [s =  4.0e+01] PZhKDYZH
   rev  : [s =  4.2e+01] Pzhkdyzh

#   196 : loss = -1.2e+01
   inp  : [s =  4.0e+01] уоадмзл
   out  : [s =  2.8e+01] WADMZL
   rev  : [s =  3.6e+01] Wadmzl

#   197 : loss = -1.2e+01
   inp  : [s =  4.1e+01] ощмызях
   out  : [s =  2.9e+01] Khoshmyz
   rev  : [s =  2.8e+01] Хошмиз

#   198 : loss = -1.2e+01
   inp  : [s =  3.8e+01] мтисвпн
   out  : [s =  2.7e+01] MTSVPN
   rev  : [s =  3.2e+01] Mtsvpn

#   199 : loss = -1.2e+01
   inp  : [s =  4.9e+01] дхлмгдс
   out  : [s =  3.7e+01] DHLMGDS
   rev  : [s =  3.7e+01] DHLMGDS

#   200 : loss = -1.2e+01
   inp  : [s =  4.5e+01] аифгмть
   out  : [s =  3.4e+01] AIFGMT
   rev  : [s =  3.6e+01] Aifgmt

#   201 : loss = -1.2e+01
   inp  : [s =  4.2e+01] бккёавь
   out  : [s =  3.0e+01] BKKEAV
   rev  : [s =  3.0e+01] BKKEAV

#   202 : loss = -1.2e+01
   inp  : [s =  4.8e+01] лхпзттг
   out  : [s =  3.6e+01] LHPZTG
   rev  : [s =  3.3e+01] Lhpztg

#   203 : loss = -1.2e+01
   inp  : [s =  4.5e+01] зжомкьы
   out  : [s =  3.3e+01] Zzhomki
   rev  : [s =  3.3e+01] Zzhomki

#   204 : loss = -1.1e+01
   inp  : [s =  4.7e+01] сжъиуйь
   out  : [s =  3.6e+01] SZHIIUI
   rev  : [s =  4.1e+01] Szhiiui

#   205 : loss = -1.1e+01
   inp  : [s =  4.4e+01] мфпклсс
   out  : [s =  3.3e+01] MFPKLSS
   rev  : [s =  3.9e+01] Mfpklss

#   206 : loss = -1.1e+01
   inp  : [s =  3.9e+01] рбьсспн
   out  : [s =  2.7e+01] RBISSPN
   rev  : [s =  4.0e+01] Rbisspn

#   207 : loss = -1.1e+01
   inp  : [s =  3.5e+01] жюэньтр
   out  : [s =  2.4e+01] Juenter
   rev  : [s =  2.4e+01] Juenter

#   208 : loss = -1.1e+01
   inp  : [s =  4.5e+01] гмххщьо
   out  : [s =  3.4e+01] GMHCHSHO
   rev  : [s =  4.2e+01] Gmchchsho

#   209 : loss = -1.1e+01
   inp  : [s =  3.7e+01] нёлттхт
   out  : [s =  2.5e+01] NELTHT
   rev  : [s =  1.9e+01] Нельт

#   210 : loss = -1.1e+01
   inp  : [s =  4.2e+01] йтгббмг
   out  : [s =  3.1e+01] YTGBBMG
   rev  : [s =  3.6e+01] Ytgbbmg

#   211 : loss = -1.1e+01
   inp  : [s =  4.8e+01] кебщжэъ
   out  : [s =  3.7e+01] Kebshzhe
   rev  : [s =  3.9e+01] Кебшцхе

#   212 : loss = -1.1e+01
   inp  : [s =  4.0e+01] каэкйдн
   out  : [s =  2.9e+01] Kaekidn
   rev  : [s =  3.2e+01] Каэкидн

#   213 : loss = -1.1e+01
   inp  : [s =  3.9e+01] чытъшэб
   out  : [s =  2.8e+01] chytshab
   rev  : [s =  3.7e+01] Читсхаб

#   214 : loss = -1.1e+01
   inp  : [s =  4.2e+01] дрнзмэз
   out  : [s =  3.1e+01] DRIMZEZ
   rev  : [s =  3.3e+01] Дримзез

#   215 : loss = -1.1e+01
   inp  : [s =  4.0e+01] рэдщырп
   out  : [s =  2.9e+01] Redshirp
   rev  : [s =  2.9e+01] Redshirp

#   216 : loss = -1.1e+01
   inp  : [s =  4.5e+01] бтжжлын
   out  : [s =  3.5e+01] BTZHZHLIN
   rev  : [s =  4.4e+01] Btzhzhlin

#   217 : loss = -1.1e+01
   inp  : [s =  3.9e+01] геэгпьу
   out  : [s =  2.9e+01] Geugpu
   rev  : [s =  2.9e+01] Geugpu

#   218 : loss = -1.1e+01
   inp  : [s =  5.1e+01] ьщыяэзж
   out  : [s =  4.0e+01] bishyyaezzh
   rev  : [s =  5.3e+01] Bishyyaezzh

#   219 : loss = -1.1e+01
   inp  : [s =  4.1e+01] гнццзъх
   out  : [s =  3.1e+01] GNCCHH
   rev  : [s =  3.0e+01] Gncchh

#   220 : loss = -1.1e+01
   inp  : [s =  5.9e+01] зсжнщвц
   out  : [s =  4.8e+01] ZSZHNSHSHVC
   rev  : [s =  5.6e+01] Zszhnshshvc

#   221 : loss = -1.1e+01
   inp  : [s =  3.6e+01] оудэвдь
   out  : [s =  2.5e+01] OUDAVD
   rev  : [s =  2.6e+01] Удавд

#   222 : loss = -1.1e+01
   inp  : [s =  3.7e+01] иищджиы
   out  : [s =  2.7e+01] JISHISHIS
   rev  : [s =  3.3e+01] Джишишис

#   223 : loss = -1.1e+01
   inp  : [s =  4.6e+01] дввкрбд
   out  : [s =  3.5e+01] DVVKRBD
   rev  : [s =  3.5e+01] DVVKRBD

#   224 : loss = -1.1e+01
   inp  : [s =  2.6e+01] ныешыть
   out  : [s =  1.5e+01] Nasty
   rev  : [s =  1.9e+01] Противный

#   225 : loss = -1.1e+01
   inp  : [s =  4.5e+01] ъймбмфь
   out  : [s =  3.5e+01] Kommersff
   rev  : [s =  3.5e+01] Kommersff

#   226 : loss = -1.1e+01
   inp  : [s =  3.9e+01] хюнцфлё
   out  : [s =  2.8e+01] Huntsfle
   rev  : [s =  2.8e+01] Huntsfle

#   227 : loss = -1.1e+01
   inp  : [s =  3.3e+01] чёхёчьч
   out  : [s =  2.2e+01] CHECHICH
   rev  : [s =  2.2e+01] Чехич

#   228 : loss = -1.0e+01
   inp  : [s =  3.7e+01] леъздёф
   out  : [s =  2.6e+01] Lezdef
   rev  : [s =  2.3e+01] Лездеф

#   229 : loss = -1.0e+01
   inp  : [s =  4.8e+01] нмьрщшт
   out  : [s =  3.8e+01] Nmrschst
   rev  : [s =  3.2e+01] Ямршст

#   230 : loss = -1.0e+01
   inp  : [s =  3.5e+01] мепдъпц
   out  : [s =  2.4e+01] MPDPC
   rev  : [s =  2.4e+01] MPDPC

#   231 : loss = -1.0e+01
   inp  : [s =  4.0e+01] гэйсхжю
   out  : [s =  2.9e+01] Gaishazhu
   rev  : [s =  3.0e+01] Гайшажу

#   232 : loss = -1.0e+01
   inp  : [s =  4.3e+01] нзеъёаы
   out  : [s =  3.3e+01] Nzeyai
   rev  : [s =  3.1e+01] Нзеяй

#   233 : loss = -1.0e+01
   inp  : [s =  3.9e+01] иыыйукы
   out  : [s =  2.9e+01] Iyyuki
   rev  : [s =  2.9e+01] Iyyuki

#   234 : loss = -1.0e+01
   inp  : [s =  5.2e+01] мжвлвфз
   out  : [s =  4.2e+01] Mzhvlvfz
   rev  : [s =  4.2e+01] Mzhvlvfz

#   235 : loss = -1.0e+01
   inp  : [s =  4.2e+01] бавпфъх
   out  : [s =  3.2e+01] Bavpf
   rev  : [s =  3.2e+01] Bavpf

#   236 : loss = -1.0e+01
   inp  : [s =  4.2e+01] иьчхбзх
   out  : [s =  3.2e+01] ICHBZH
   rev  : [s =  3.2e+01] ICHBZH

#   237 : loss = -1.0e+01
   inp  : [s =  4.0e+01] саъснбз
   out  : [s =  3.0e+01] SaSnbz
   rev  : [s =  3.3e+01] Саснбз

#   238 : loss = -1.0e+01
   inp  : [s =  2.1e+01] удалций
   out  : [s =  1.1e+01] removal
   rev  : [s =  1.4e+01] удаление

#   239 : loss = -1.0e+01
   inp  : [s =  4.5e+01] бгбьщюы
   out  : [s =  3.5e+01] BGBISHYYY
   rev  : [s =  4.3e+01] Bgbishyy

#   240 : loss = -1.0e+01
   inp  : [s =  4.0e+01] хфцтйчу
   out  : [s =  3.0e+01] Khfztich
   rev  : [s =  3.1e+01] Хфцтич

#   241 : loss = -1.0e+01
   inp  : [s =  3.8e+01] одуоунё
   out  : [s =  2.8e+01] Oduone
   rev  : [s =  2.7e+01] Одуоне

#   242 : loss = -1.0e+01
   inp  : [s =  4.6e+01] бдлпроь
   out  : [s =  3.6e+01] Bdlopro
   rev  : [s =  3.6e+01] Bdlopro

#   243 : loss = -1.0e+01
   inp  : [s =  4.2e+01] ипёввсб
   out  : [s =  3.2e+01] IPEVSB
   rev  : [s =  3.2e+01] IPEVSB

#   244 : loss = -1.0e+01
   inp  : [s =  4.3e+01] тыцсмик
   out  : [s =  3.3e+01] Titsmik
   rev  : [s =  3.8e+01] Титсмик

#   245 : loss = -1.0e+01
   inp  : [s =  4.3e+01] сюъжннх
   out  : [s =  3.3e+01] Xuzhnnh
   rev  : [s =  3.3e+01] Xuzhnnh

#   246 : loss = -9.9e+00
   inp  : [s =  3.9e+01] юычиёйе
   out  : [s =  2.9e+01] Juishya
   rev  : [s =  2.8e+01] Джушья

#   247 : loss = -9.9e+00
   inp  : [s =  3.7e+01] оъщъмыо
   out  : [s =  2.7e+01] Oshmayo
   rev  : [s =  3.2e+01] Ошмайо

#   248 : loss = -9.8e+00
   inp  : [s =  4.6e+01] сдркхчж
   out  : [s =  3.6e+01] SDRKHCH
   rev  : [s =  3.5e+01] Sdrchchch

#   249 : loss = -9.8e+00
   inp  : [s =  4.2e+01] фёфгдйх
   out  : [s =  3.2e+01] FEFGDYH
   rev  : [s =  3.6e+01] Fefgdyh

#   250 : loss = -9.7e+00
   inp  : [s =  3.7e+01] ъйэргтк
   out  : [s =  2.8e+01] Kommersantk
   rev  : [s =  2.8e+01] Kommersantk

#   251 : loss = -9.7e+00
   inp  : [s =  4.2e+01] гьисъюэ
   out  : [s =  3.2e+01] Gyisyue
   rev  : [s =  3.2e+01] Gyisyue

#   252 : loss = -9.7e+00
   inp  : [s =  4.3e+01] мыьжэгу
   out  : [s =  3.3e+01] Myjega
   rev  : [s =  3.3e+01] Myjega

#   253 : loss = -9.6e+00
   inp  : [s =  3.3e+01] минйынь
   out  : [s =  2.4e+01] Minyn
   rev  : [s =  1.6e+01] МИНИН

#   254 : loss = -9.6e+00
   inp  : [s =  5.2e+01] бжлкьлш
   out  : [s =  4.2e+01] Bzhlklsh
   rev  : [s =  4.2e+01] Bzhlklsh

#   255 : loss = -9.6e+00
   inp  : [s =  4.6e+01] жтпвыол
   out  : [s =  3.7e+01] JTPVOL
   rev  : [s =  4.2e+01] Jtpvol

#   256 : loss = -9.6e+00
   inp  : [s =  3.5e+01] аждфиъь
   out  : [s =  2.6e+01] Ashphy
   rev  : [s =  2.0e+01] Эшфи

#   257 : loss = -9.5e+00
   inp  : [s =  3.7e+01] ьёйптхр
   out  : [s =  2.7e+01] Eyopthr
   rev  : [s =  3.6e+01] Эйоптрор

#   258 : loss = -9.5e+00
   inp  : [s =  4.4e+01] афкхуьу
   out  : [s =  3.5e+01] Afkhuu
   rev  : [s =  2.9e+01] Афхуу

#   259 : loss = -9.5e+00
   inp  : [s =  3.5e+01] бынсьтв
   out  : [s =  2.6e+01] TwinsTv
   rev  : [s =  3.0e+01] Twinstv

#   260 : loss = -9.4e+00
   inp  : [s =  3.9e+01] блекфнч
   out  : [s =  3.0e+01] Blacknch
   rev  : [s =  3.2e+01] Блэкнч

#   261 : loss = -9.4e+00
   inp  : [s =  3.6e+01] гхюянем
   out  : [s =  2.6e+01] Ghayuyu
   rev  : [s =  2.3e+01] Гаюю

#   262 : loss = -9.3e+00
   inp  : [s =  3.7e+01] бзыклъб
   out  : [s =  2.8e+01] Bzyrd
   rev  : [s =  2.8e+01] Bzyrd

#   263 : loss = -9.3e+00
   inp  : [s =  3.6e+01] шыйуэом
   out  : [s =  2.7e+01] Shiwaeom
   rev  : [s =  2.7e+01] Shiwaeom

#   264 : loss = -9.2e+00
   inp  : [s =  4.8e+01] хсюаычп
   out  : [s =  3.9e+01] Khsuhachp
   rev  : [s =  3.9e+01] Khsuhachp

#   265 : loss = -9.2e+00
   inp  : [s =  4.2e+01] ёгхвфёь
   out  : [s =  3.3e+01] Yoghvfi
   rev  : [s =  3.7e+01] Йогвфи

#   266 : loss = -9.2e+00
   inp  : [s =  4.1e+01] кыанхье
   out  : [s =  3.2e+01] Kyanhier
   rev  : [s =  3.2e+01] Kyanhier

#   267 : loss = -9.1e+00
   inp  : [s =  4.3e+01] аклпьшч
   out  : [s =  3.4e+01] Aklpshch
   rev  : [s =  3.6e+01] Аклпшч

#   268 : loss = -9.1e+00
   inp  : [s =  4.7e+01] еяхшглй
   out  : [s =  3.7e+01] Heahshgl
   rev  : [s =  3.7e+01] Heahshgl

#   269 : loss = -9.1e+00
   inp  : [s =  4.2e+01] нзкпкэт
   out  : [s =  3.3e+01] NZKPKET
   rev  : [s =  3.5e+01] Nzkpket

#   270 : loss = -9.1e+00
   inp  : [s =  3.8e+01] кёлйлвё
   out  : [s =  2.9e+01] Kalilweed
   rev  : [s =  3.7e+01] Калилвейд

#   271 : loss = -9.0e+00
   inp  : [s =  4.1e+01] йфкктлф
   out  : [s =  3.2e+01] JFKTLF
   rev  : [s =  3.0e+01] Jfktlf

#   272 : loss = -9.0e+00
   inp  : [s =  4.1e+01] шэьеййя
   out  : [s =  3.2e+01] Sheiyaya
   rev  : [s =  2.7e+01] Шейяя

#   273 : loss = -9.0e+00
   inp  : [s =  4.4e+01] ыпхыюрэ
   out  : [s =  3.5e+01] ryphyure
   rev  : [s =  2.8e+01] Ryphyure

#   274 : loss = -9.0e+00
   inp  : [s =  4.7e+01] кбсфцйе
   out  : [s =  3.8e+01] KBSFTSYE
   rev  : [s =  3.9e+01] Kbsftsye

#   275 : loss = -8.9e+00
   inp  : [s =  4.2e+01] ыяаммьб
   out  : [s =  3.3e+01] Yyaammb
   rev  : [s =  3.3e+01] Yyaammb

#   276 : loss = -8.9e+00
   inp  : [s =  4.1e+01] злышшмэ
   out  : [s =  3.3e+01] Zlyshme
   rev  : [s =  3.3e+01] Zlyshme

#   277 : loss = -8.9e+00
   inp  : [s =  3.6e+01] тзъееаю
   out  : [s =  2.7e+01] TZYEA
   rev  : [s =  3.0e+01] Tzyea

#   278 : loss = -8.9e+00
   inp  : [s =  4.7e+01] пёыэулм
   out  : [s =  3.8e+01] Pyoyeulm
   rev  : [s =  4.5e+01] Pyoyeuulm

#   279 : loss = -8.9e+00
   inp  : [s =  3.9e+01] еаоуеэе
   out  : [s =  3.0e+01] Eaouee
   rev  : [s =  3.0e+01] Eaouee

#   280 : loss = -8.9e+00
   inp  : [s =  3.9e+01] фмрючйм
   out  : [s =  3.1e+01] Fmruck
   rev  : [s =  3.1e+01] Fmruck

#   281 : loss = -8.9e+00
   inp  : [s =  3.5e+01] зымиуюн
   out  : [s =  2.6e+01] Zymyun
   rev  : [s =  2.1e+01] Зимён

#   282 : loss = -8.8e+00
   inp  : [s =  3.7e+01] мцнтюлс
   out  : [s =  2.8e+01] MCTULS
   rev  : [s =  2.2e+01] McTuls

#   283 : loss = -8.8e+00
   inp  : [s =  3.8e+01] ттбфипэ
   out  : [s =  2.9e+01] TTBFIPE
   rev  : [s =  3.8e+01] Ttbfipe

#   284 : loss = -8.8e+00
   inp  : [s =  4.2e+01] бцъяофы
   out  : [s =  3.3e+01] BCYAOFS
   rev  : [s =  3.5e+01] Bcyaofs

#   285 : loss = -8.7e+00
   inp  : [s =  3.9e+01] ццкпуэц
   out  : [s =  3.1e+01] CCPPUEC
   rev  : [s =  4.0e+01] Ccppuec

#   286 : loss = -8.7e+00
   inp  : [s =  3.9e+01] зёогнйн
   out  : [s =  3.0e+01] Zoognen
   rev  : [s =  2.0e+01] Зоген

#   287 : loss = -8.7e+00
   inp  : [s =  4.6e+01] сгытчмш
   out  : [s =  3.8e+01] Sytchmsh
   rev  : [s =  3.8e+01] Sytchmsh

#   288 : loss = -8.7e+00
   inp  : [s =  4.0e+01] цзуйзщз
   out  : [s =  3.2e+01] Zhizchez
   rev  : [s =  2.4e+01] Жизчес

#   289 : loss = -8.7e+00
   inp  : [s =  3.6e+01] ьдфсьсч
   out  : [s =  2.8e+01] bdfsch
   rev  : [s =  2.9e+01] Bdfsch

#   290 : loss = -8.6e+00
   inp  : [s =  3.9e+01] ъяляужь
   out  : [s =  3.1e+01] Elyuzha
   rev  : [s =  2.5e+01] Эльюжа

#   291 : loss = -8.6e+00
   inp  : [s =  4.4e+01] ясъчксл
   out  : [s =  3.5e+01] Yaschksl
   rev  : [s =  3.5e+01] Yaschksl

#   292 : loss = -8.5e+00
   inp  : [s =  4.1e+01] нзъйюою
   out  : [s =  3.3e+01] Nzyuyo
   rev  : [s =  2.4e+01] NZYUYO

#   293 : loss = -8.3e+00
   inp  : [s =  4.3e+01] ккдмъёш
   out  : [s =  3.4e+01] KKDMYOSH
   rev  : [s =  4.0e+01] Kkdmyosh

#   294 : loss = -8.3e+00
   inp  : [s =  4.4e+01] лфюыёнх
   out  : [s =  3.6e+01] lfyuyenh
   rev  : [s =  4.4e+01] Lfyuyenh

#   295 : loss = -8.3e+00
   inp  : [s =  4.2e+01] еаъыедч
   out  : [s =  3.4e+01] eayedch
   rev  : [s =  3.4e+01] Eayedch

#   296 : loss = -8.3e+00
   inp  : [s =  3.0e+01] ьвемэкт
   out  : [s =  2.2e+01] EVEMECT
   rev  : [s =  3.0e+01] Evemect

#   297 : loss = -8.3e+00
   inp  : [s =  4.3e+01] сфувжыг
   out  : [s =  3.5e+01] Suppuvyg
   rev  : [s =  3.5e+01] Suppuvyg

#   298 : loss = -8.2e+00
   inp  : [s =  3.5e+01] пвеначэ
   out  : [s =  2.7e+01] Pevenache
   rev  : [s =  3.3e+01] PeenaChe

#   299 : loss = -8.2e+00
   inp  : [s =  3.0e+01] ейрёрут
   out  : [s =  2.2e+01] Vearet
   rev  : [s =  2.2e+01] Vearet

#   300 : loss = -8.2e+00
   inp  : [s =  4.9e+01] нпцйячя
   out  : [s =  4.0e+01] NPTSYYAYA
   rev  : [s =  4.5e+01] Nptsyyaya

#   301 : loss = -8.1e+00
   inp  : [s =  3.7e+01] мэсгьзя
   out  : [s =  2.9e+01] MSGZHIA
   rev  : [s =  2.9e+01] MSGZHIA

#   302 : loss = -8.1e+00
   inp  : [s =  3.7e+01] эйрепшш
   out  : [s =  2.9e+01] Eeyen
   rev  : [s =  2.1e+01] Эйен

#   303 : loss = -8.1e+00
   inp  : [s =  3.8e+01] дссфшив
   out  : [s =  3.0e+01] DSFSHIV
   rev  : [s =  3.0e+01] DSFSHIV

#   304 : loss = -8.1e+00
   inp  : [s =  3.7e+01] лэьнлах
   out  : [s =  2.9e+01] Lanlah
   rev  : [s =  1.9e+01] Ланла

#   305 : loss = -8.1e+00
   inp  : [s =  3.7e+01] кыижкау
   out  : [s =  2.9e+01] Kyzhikau
   rev  : [s =  2.9e+01] Kyzhikau

#   306 : loss = -7.9e+00
   inp  : [s =  5.2e+01] птлсжеб
   out  : [s =  4.4e+01] Ptlszheb
   rev  : [s =  4.4e+01] Ptlszheb

#   307 : loss = -7.8e+00
   inp  : [s =  4.2e+01] ъргмцчц
   out  : [s =  3.4e+01] Kommersantz
   rev  : [s =  3.4e+01] Kommersantz

#   308 : loss = -7.7e+00
   inp  : [s =  4.6e+01] хрбыцсз
   out  : [s =  3.8e+01] Khrbysz
   rev  : [s =  2.3e+01] Хрбиш

#   309 : loss = -7.7e+00
   inp  : [s =  3.7e+01] ыэррбюс
   out  : [s =  2.9e+01] Eerrbus
   rev  : [s =  2.9e+01] Eerrbus

#   310 : loss = -7.7e+00
   inp  : [s =  4.0e+01] зяобхбк
   out  : [s =  3.2e+01] Zyavbk
   rev  : [s =  3.2e+01] Zyavbk

#   311 : loss = -7.6e+00
   inp  : [s =  3.8e+01] ьажспни
   out  : [s =  3.1e+01] BAZHPNI
   rev  : [s =  2.8e+01] Бажпни

#   312 : loss = -7.6e+00
   inp  : [s =  4.3e+01] чциткюь
   out  : [s =  3.5e+01] Chcitku
   rev  : [s =  3.5e+01] Chcitku

#   313 : loss = -7.5e+00
   inp  : [s =  2.8e+01] каокеве
   out  : [s =  2.1e+01] Kaokev
   rev  : [s =  2.8e+01] Каокев

#   314 : loss = -7.5e+00
   inp  : [s =  4.4e+01] футвйлз
   out  : [s =  3.6e+01] Futvils
   rev  : [s =  2.8e+01] Футвилс

#   315 : loss = -7.5e+00
   inp  : [s =  5.0e+01] быёлпъы
   out  : [s =  4.2e+01] Bylpyy
   rev  : [s =  2.4e+01] Билпия

#   316 : loss = -7.4e+00
   inp  : [s =  4.5e+01] мхыяагф
   out  : [s =  3.8e+01] Mkhyaagf
   rev  : [s =  3.8e+01] Mkhyaagf

#   317 : loss = -7.4e+00
   inp  : [s =  4.1e+01] зсфрзйв
   out  : [s =  3.4e+01] ZFRZive
   rev  : [s =  3.6e+01] Zfrzive

#   318 : loss = -7.4e+00
   inp  : [s =  4.2e+01] смгьбцш
   out  : [s =  3.5e+01] SMGBTSSh
   rev  : [s =  3.2e+01] SMGBTSSH

#   319 : loss = -7.3e+00
   inp  : [s =  4.3e+01] нумшщйы
   out  : [s =  3.5e+01] Numshshchi
   rev  : [s =  3.5e+01] Numshshchi

#   320 : loss = -7.3e+00
   inp  : [s =  4.6e+01] кцъхлчк
   out  : [s =  3.8e+01] Kzkhlchk
   rev  : [s =  3.8e+01] Kzkhlchk

#   321 : loss = -7.3e+00
   inp  : [s =  4.2e+01] мрцпдйц
   out  : [s =  3.5e+01] MRCPDIC
   rev  : [s =  3.5e+01] MRCPDIC

#   322 : loss = -7.3e+00
   inp  : [s =  3.9e+01] ъяфхкзн
   out  : [s =  3.1e+01] Efhkzn
   rev  : [s =  3.1e+01] Efhkzn

#   323 : loss = -7.2e+00
   inp  : [s =  4.0e+01] зэлфмят
   out  : [s =  3.3e+01] ZELFMENT
   rev  : [s =  3.2e+01] Zelfment

#   324 : loss = -7.2e+00
   inp  : [s =  3.8e+01] исбъовч
   out  : [s =  3.1e+01] Isbovch
   rev  : [s =  3.1e+01] Isbovch

#   325 : loss = -7.2e+00
   inp  : [s =  4.8e+01] зёцкйщу
   out  : [s =  4.1e+01] Zyotskyshch
   rev  : [s =  4.1e+01] Zyotskyshch

#   326 : loss = -7.2e+00
   inp  : [s =  3.9e+01] оъщбюрх
   out  : [s =  3.2e+01] Oshburh
   rev  : [s =  3.0e+01] Ошбурх

#   327 : loss = -7.2e+00
   inp  : [s =  4.8e+01] зюеыгбл
   out  : [s =  4.1e+01] Zyuybble
   rev  : [s =  4.1e+01] Zyuybble

#   328 : loss = -7.1e+00
   inp  : [s =  4.9e+01] ящяжврц
   out  : [s =  4.2e+01] lizyazhvrz
   rev  : [s =  4.8e+01] Lizyazhvrz

#   329 : loss = -7.1e+00
   inp  : [s =  4.3e+01] члмххср
   out  : [s =  3.6e+01] CHLMHCHSR
   rev  : [s =  4.0e+01] Chlmhchsr

#   330 : loss = -7.0e+00
   inp  : [s =  4.0e+01] чоэекжю
