[2023-03-05 00-40-47] d=  7, evals=1.0e+03, k= 50, k_top=  5
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   239 : loss =  4.0e+01
   inp  : [s =  3.2e+02] бысёъгч ктлтксь пдлешйщ бгаьъэы оощвишн жаьйщсч гбьъьиэ
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   240 : loss =  4.0e+01
   inp  : [s =  3.0e+02] жцчыщцй зсзгвлэ бысёъгч ъйлбмфь гбьъьиэ ккзёйьи ъоэсйьл
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   241 : loss =  4.0e+01
   inp  : [s =  2.4e+02] чъръпьм гзйкщчж ккзёйьи гмххъьн ккзёйьи бфзскйт щосющйе
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   242 : loss =  4.0e+01
   inp  : [s =  2.9e+02] ккзёйьи зсзгвлэ быелръъ чъръпьм чёхёшьч фйвьжиы жаьйщсч
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   243 : loss =  4.0e+01
   inp  : [s =  2.5e+02] быелръъ бжкльлш бысёъгч бысёъгч оощвишн ктлтксь чъръпьм
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   244 : loss =  4.0e+01
   inp  : [s =  3.1e+02] зжнмкьъ зсзгвлэ быелръъ пдлешйщ гбьъьиэ жаьйщсч ъоэсйьл
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   245 : loss =  4.0e+01
   inp  : [s =  2.5e+02] жьрэиэф рыьдяно мжвлвфж рыьдяно ощуъиъв ъйлбмфь быелръъ
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   246 : loss =  4.0e+01
   inp  : [s =  3.4e+02] ктлтксь мжвлвфж быелръъ жцчыщцй бёацсжю пдлешйщ ъоэсйьл
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   247 : loss =  4.0e+01
   inp  : [s =  2.6e+02] рыьдяно гмххъьн гбьъьиэ бгаьъэы ккзёйьи щосющйе ккзёйьи
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   248 : loss =  4.0e+01
   inp  : [s =  3.0e+02] фйвьжиы гзйкщчж ккзёйьи щосющйе ктлтксь ъйлбмфь жаьйщсч
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   249 : loss =  4.0e+01
   inp  : [s =  3.0e+02] чъръпьм оощвишн бысёъгч зсзгвлэ мжвлвфж бгаьъэы ъйлбмфь
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   250 : loss =  4.0e+01
   inp  : [s =  2.8e+02] жцчыщцй мжвлвфж бысёъгч ъйлбмфь бжкльлш фйвьжиы бфзскйт
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   251 : loss =  4.0e+01
   inp  : [s =  2.7e+02] рыьдяно мжвлвфж бысёъгч дачэщйч рыьдяно бреощее фйвьжиы
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   252 : loss =  4.0e+01
   inp  : [s =  2.9e+02] ъоэсйьл жьрэиэф бгаьъэы щосющйе дачэщйч бжкльлш ыьбэъхс
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   253 : loss =  4.0e+01
   inp  : [s =  3.1e+02] рыьдяно бфзскйт гбьъьиэ мжвлвфж чёхёшьч пдлешйщ гзйкщчж
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   254 : loss =  4.0e+01
   inp  : [s =  3.1e+02] быелръъ пдлешйщ бёацсжю жцчыщцй ктлтксь оощвишн бжкльлш
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   255 : loss =  4.0e+01
   inp  : [s =  3.2e+02] ктлтксь гмххъьн ыьбэъхс зсзгвлэ дачэщйч ъйлбмфь быншийя
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   256 : loss =  4.0e+01
   inp  : [s =  2.7e+02] ктлтксь бысёъгч гбьъьиэ бреощее зсзгвлэ бреощее гмххъьн
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   257 : loss =  4.0e+01
   inp  : [s =  2.9e+02] ъоэсйьл щосющйе жьрэиэф быелръъ бгаьъэы гмххъьн жцчыщцй
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   258 : loss =  4.0e+01
   inp  : [s =  3.0e+02] ъоэсйьл быелръъ гзйкщчж зжнмкьъ жаьйщсч мжвлвфж фйвьжиы
   out  : [s =  4.0e+01] The following are some of the most important factors in the process of the development of the
   rev  : [s =  1.3e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки

#   259 : loss =  4.1e+01
   inp  : [s =  2.9e+02] щосющйе зжнмкьъ пдлешйщ ъоэсйьл быншийя рыьдяно гмххъьн
   out  : [s =  4.1e+01] The following are some of the most important aspects of the work of the organization.
   rev  : [s =  1.2e+02] Ниже приведены некоторые наиболее важные аспекты работы организации.

#   260 : loss =  4.1e+01
   inp  : [s =  2.9e+02] рыьдяно быелръъ жаьйщсч гзйкщчж дачэщйч ощуъиъв зсзгвлэ
   out  : [s =  4.1e+01] The following is an example of the way in which the situation has been handled.
   rev  : [s =  1.1e+02] Ниже приведен пример того, как была решена эта ситуация.

#   261 : loss =  4.1e+01
   inp  : [s =  2.8e+02] чъръпьм щосющйе бысёъгч ъоэсйьл фйвьжиы зжнмкьъ мжвлвфж
   out  : [s =  4.1e+01] The following are some of the most important aspects of the Russian Federation's history
   rev  : [s =  1.4e+02] Ниже приведены некоторые из наиболее важных аспектов истории Российской Федерации

#   262 : loss =  4.1e+01
   inp  : [s =  2.6e+02] зжнмкьъ щосющйе быншийя бжкльлш быншийя мжвлвфж чёхёшьч
   out  : [s =  4.1e+01] The following are some of the most important aspects of the Russian Federation's history
   rev  : [s =  1.4e+02] Ниже приведены некоторые из наиболее важных аспектов истории Российской Федерации

#   263 : loss =  4.1e+01
   inp  : [s =  2.6e+02] дачэщйч чтьёиэе рыьдяно фйвьжиы ккзёйьи дачэщйч жьрэиэф
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   264 : loss =  4.1e+01
   inp  : [s =  2.9e+02] пдлешйщ гзйкщчж ккзёйьи бёацсжю ъйлбмфь жаьйщсч жцчыщцй
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   265 : loss =  4.1e+01
   inp  : [s =  2.8e+02] щосющйе жцчыщцй ктлтксь бреощее ккзёйьи быншийя ыьбэъхс
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   266 : loss =  4.1e+01
   inp  : [s =  2.5e+02] гзйкщчж бёацсжю жьрцэъо бфзскйт гзйкщчж рыьдяно оощвишн
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   267 : loss =  4.1e+01
   inp  : [s =  3.0e+02] быелръъ фйвьжиы зсзгвлэ чтьёиэе гзйкщчж рыьдяно ктлтксь
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   268 : loss =  4.1e+01
   inp  : [s =  2.6e+02] оощвишн быелръъ гзйкщчж жцчыщцй ктлтксь ккзёйьи гзйкщчж
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   269 : loss =  4.1e+01
   inp  : [s =  2.4e+02] жцчыщцй дачэщйч бжкльлш фйвьжиы ощуъиъв бжкльлш жаьйщсч
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   270 : loss =  4.1e+01
   inp  : [s =  2.3e+02] пдлешйщ жцчыщцй оощвишн пдлешйщ пдлешйщ бжкльлш ккзёйьи
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   271 : loss =  4.1e+01
   inp  : [s =  3.0e+02] жаьйщсч жьрцэъо пдлешйщ фйвьжиы бгаьъэы зсзгвлэ бфзскйт
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   272 : loss =  4.1e+01
   inp  : [s =  2.9e+02] зсзгвлэ чтьёиэе дачэщйч рыьдяно мжвлвфж ктлтксь чтьёиэе
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   273 : loss =  4.1e+01
   inp  : [s =  2.5e+02] жаьйщсч бреощее дачэщйч дачэщйч ккзёйьи жцчыщцй бфзскйт
   out  : [s =  4.1e+01] The following is a list of the most important factors in the process of the development of the
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов в процессе разработки

#   274 : loss =  4.1e+01
   inp  : [s =  2.9e+02] пдлешйщ жьрцэъо гмххъьн ыьбэъхс бёацсжю ктлтксь гзйкщчж
   out  : [s =  4.1e+01] The following are the most important issues that we have to deal with in our work.
   rev  : [s =  1.6e+02] Ниже перечислены наиболее важные вопросы, с которыми нам приходится сталкиваться в своей работе.

#   275 : loss =  4.1e+01
   inp  : [s =  2.6e+02] чъръпьм щосющйе чъръпьм зсзгвлэ ктлтксь оощвишн ккзёйьи
   out  : [s =  4.1e+01] The following are the most important issues that we have to deal with in our work.
   rev  : [s =  1.6e+02] Ниже перечислены наиболее важные вопросы, с которыми нам приходится сталкиваться в своей работе.

#   276 : loss =  4.1e+01
   inp  : [s =  2.8e+02] пдлешйщ фйвьжиы чъръпьм рыьдяно жьрцэъо ъйлбмфь ккзёйьи
   out  : [s =  4.1e+01] The first step in this process is to make sure that we have the best possible results.
   rev  : [s =  1.2e+02] Первым шагом в этом процессе является получение наилучших результатов.

#   277 : loss =  4.1e+01
   inp  : [s =  2.8e+02] бреощее зжнмкьъ быншийя ощуъиъв ктлтксь жаьйщсч чёхёшьч
   out  : [s =  4.1e+01] The main reason for this is that we have a strong sense of what is going on in the world
   rev  : [s =  1.4e+02] Основная причина этого заключается в том, что у нас есть сильное чувство того, что происходит в мире.

#   278 : loss =  4.1e+01
   inp  : [s =  2.7e+02] чёхёшьч бгаьъэы бёацсжю жцчыщцй жьрцэъо чтьёиэе зсзгвлэ
   out  : [s =  4.1e+01] The following are the main reasons for the lack of a clear understanding of the
   rev  : [s =  1.0e+02] Ниже приведены основные причины отсутствия четкого понимания в

#   279 : loss =  4.1e+01
   inp  : [s =  3.0e+02] жцчыщцй зсзгвлэ ккзёйьи ыьбэъхс жьрцэъо ощуъиъв гбьъьиэ
   out  : [s =  4.1e+01] The following are the main reasons for the lack of a clear understanding of the
   rev  : [s =  1.0e+02] Ниже приведены основные причины отсутствия четкого понимания в

#   280 : loss =  4.1e+01
   inp  : [s =  2.7e+02] жаьйщсч бёацсжю жьрэиэф жаьйщсч оощвишн ъоэсйьл бгаьъэы
   out  : [s =  4.1e+01] The following are the main reasons for the lack of a clear understanding of the
   rev  : [s =  1.0e+02] Ниже приведены основные причины отсутствия четкого понимания в

#   281 : loss =  4.1e+01
   inp  : [s =  2.2e+02] щосющйе бёацсжю быелръъ щосющйе бгаьъэы жьрцэъо жьрцэъо
   out  : [s =  4.1e+01] The following are the main reasons for the lack of a clear understanding of the
   rev  : [s =  1.0e+02] Ниже приведены основные причины отсутствия четкого понимания в

#   282 : loss =  4.1e+01
   inp  : [s =  3.1e+02] быелръъ зсзгвлэ бфзскйт рыьдяно бгаьъэы гмххъьн щосющйе
   out  : [s =  4.1e+01] The following are some of the most common examples of the use of the Internet.
   rev  : [s =  1.3e+02] Ниже приведены некоторые наиболее распространенные примеры использования Интернета.

#   283 : loss =  4.1e+01
   inp  : [s =  2.6e+02] зсзгвлэ дачэщйч пдлешйщ пдлешйщ рыьдяно ктлтксь ъйлбмфь
   out  : [s =  4.1e+01] The following are the most important factors for the development of the company
   rev  : [s =  1.1e+02] Ниже приведены наиболее важные факторы для развития компании

#   284 : loss =  4.1e+01
   inp  : [s =  2.4e+02] оощвишн зсзгвлэ оощвишн бжкльлш ощуъиъв пдлешйщ зсзгвлэ
   out  : [s =  4.1e+01] The following are the most important factors for the development of the company
   rev  : [s =  1.1e+02] Ниже приведены наиболее важные факторы для развития компании

#   285 : loss =  4.1e+01
   inp  : [s =  2.7e+02] оощвишн оощвишн щосющйе гбьъьиэ ккзёйьи зсзгвлэ ктлтксь
   out  : [s =  4.1e+01] The following are the most important factors for the development of the company
   rev  : [s =  1.1e+02] Ниже приведены наиболее важные факторы для развития компании

#   286 : loss =  4.1e+01
   inp  : [s =  2.4e+02] зжнмкьъ бжкльлш оощвишн щосющйе фйвьжиы щосющйе оощвишн
   out  : [s =  4.1e+01] The following are the most important factors for the development of the company
   rev  : [s =  1.1e+02] Ниже приведены наиболее важные факторы для развития компании

#   287 : loss =  4.1e+01
   inp  : [s =  2.8e+02] бёацсжю гбьъьиэ быншийя ощуъиъв рыьдяно жьрцэъо ккзёйьи
   out  : [s =  4.1e+01] The most important thing you can do is to feel the same way as you do.
   rev  : [s =  1.2e+02] Самое важное, что вы можете сделать, - это чувствовать то же, что и вы.

#   288 : loss =  4.1e+01
   inp  : [s =  3.0e+02] ыьбэъхс оощвишн дачэщйч фйвьжиы бжкльлш гмххъьн ктлтксь
   out  : [s =  4.1e+01] You have the right to be a member of the Board of Directors and the Board of Directors of the Company.
   rev  : [s =  1.2e+02] Вы имеете право быть членом Совета директоров и Совета директоров Компании.

#   289 : loss =  4.1e+01
   inp  : [s =  2.7e+02] ъоэсйьл ъйлбмфь гбьъьиэ ъоэсйьл бёацсжю оощвишн зсзгвлэ
   out  : [s =  4.1e+01] The following is a list of the most important factors that can help you to find a job.
   rev  : [s =  1.4e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти работу.

#   290 : loss =  4.2e+01
   inp  : [s =  2.7e+02] чъръпьм чтьёиэе рыьдяно бгаьъэы ъоэсйьл ктлтксь ъйлбмфь
   out  : [s =  4.2e+01] The following are some of the most important things that we have seen in the past.
   rev  : [s =  1.3e+02] Ниже приведены некоторые наиболее важные моменты, которые мы наблюдали в прошлом.

#   291 : loss =  4.2e+01
   inp  : [s =  2.7e+02] быелръъ бысёъгч чъръпьм зжнмкьъ бреощее гзйкщчж жаьйщсч
   out  : [s =  4.2e+01] The following are some of the most important things that we have seen in the past.
   rev  : [s =  1.3e+02] Ниже приведены некоторые наиболее важные моменты, которые мы наблюдали в прошлом.

#   292 : loss =  4.2e+01
   inp  : [s =  1.9e+02] ощуъиъв чёхёшьч чёхёшьч жьрцэъо жаьйщсч ощуъиъв бреощее
   out  : [s =  4.2e+01] feel the feeling of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture of the gesture
   rev  : [s =  6.6e+01] ощущать чувство жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста жеста

#   293 : loss =  4.2e+01
   inp  : [s =  2.0e+02] жьрцэъо ъоэсйьл ктлтксь ощуъиъв ощуъиъв ъоэсйьл рыьдяно
   out  : [s =  4.2e+01] The following is a list of the most important things that you can do in the world.
   rev  : [s =  1.1e+02] Ниже приведен список самых важных вещей, которые вы можете сделать в мире.

#   294 : loss =  4.2e+01
   inp  : [s =  2.9e+02] фйвьжиы гбьъьиэ мжвлвфж жьрэиэф щосющйе ощуъиъв ъоэсйьл
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   295 : loss =  4.2e+01
   inp  : [s =  2.9e+02] рыьдяно жьрцэъо ощуъиъв ктлтксь фйвьжиы бжкльлш ккзёйьи
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   296 : loss =  4.2e+01
   inp  : [s =  2.8e+02] жьрэиэф щосющйе чъръпьм быелръъ бжкльлш зсзгвлэ ыьбэъхс
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   297 : loss =  4.2e+01
   inp  : [s =  2.9e+02] бёацсжю чъръпьм оощвишн щосющйе гзйкщчж ощуъиъв бфзскйт
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   298 : loss =  4.2e+01
   inp  : [s =  2.8e+02] быелръъ гмххъьн бысёъгч оощвишн ощуъиъв ктлтксь гбьъьиэ
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   299 : loss =  4.2e+01
   inp  : [s =  2.6e+02] рыьдяно гзйкщчж рыьдяно оощвишн ощуъиъв чёхёшьч гмххъьн
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   300 : loss =  4.2e+01
   inp  : [s =  3.0e+02] жаьйщсч зжнмкьъ щосющйе бысёъгч бгаьъэы ыьбэъхс ощуъиъв
   out  : [s =  4.2e+01] The following are some of the most important aspects of the situation in the world.
   rev  : [s =  6.2e+01] П р и м е ч а н и е.

#   301 : loss =  4.2e+01
   inp  : [s =  2.7e+02] зсзгвлэ бфзскйт бфзскйт дачэщйч быелръъ чтьёиэе быншийя
   out  : [s =  4.2e+01] The main thing to do is to make sure that you have the best possible results.
   rev  : [s =  1.2e+02] Главное - убедиться в том, что вы получите наилучшие результаты.

#   302 : loss =  4.2e+01
   inp  : [s =  3.1e+02] жьрэиэф ыьбэъхс быншийя ккзёйьи жаьйщсч бфзскйт зсзгвлэ
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   303 : loss =  4.2e+01
   inp  : [s =  3.0e+02] оощвишн быелръъ фйвьжиы зсзгвлэ бжкльлш жьрэиэф бгаьъэы
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   304 : loss =  4.2e+01
   inp  : [s =  3.0e+02] зжнмкьъ щосющйе жцчыщцй оощвишн гзйкщчж мжвлвфж бгаьъэы
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   305 : loss =  4.2e+01
   inp  : [s =  2.5e+02] оощвишн зжнмкьъ бгаьъэы бреощее жьрэиэф зжнмкьъ зсзгвлэ
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   306 : loss =  4.2e+01
   inp  : [s =  2.7e+02] фйвьжиы зсзгвлэ гбьъьиэ чтьёиэе дачэщйч быншийя дачэщйч
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   307 : loss =  4.2e+01
   inp  : [s =  2.6e+02] оощвишн зсзгвлэ быелръъ дачэщйч быншийя бжкльлш бжкльлш
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   308 : loss =  4.2e+01
   inp  : [s =  2.8e+02] жьрэиэф бфзскйт щосющйе ктлтксь ккзёйьи зжнмкьъ ккзёйьи
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   309 : loss =  4.2e+01
   inp  : [s =  3.0e+02] зсзгвлэ быншийя ктлтксь щосющйе чъръпьм бжкльлш оощвишн
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   310 : loss =  4.2e+01
   inp  : [s =  2.8e+02] рыьдяно жьрэиэф щосющйе дачэщйч гбьъьиэ ккзёйьи фйвьжиы
   out  : [s =  4.2e+01] The following are the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы для развития российской экономики

#   311 : loss =  4.2e+01
   inp  : [s =  2.9e+02] фйвьжиы рыьдяно чъръпьм быншийя оощвишн бжкльлш жцчыщцй
   out  : [s =  4.2e+01] The most important thing is that you can't do anything else, but you can't do anything else.
   rev  : [s =  9.7e+01] Самое главное, что вы не можете делать ничего другого, но вы не можете делать ничего другого.

#   312 : loss =  4.2e+01
   inp  : [s =  2.8e+02] пдлешйщ чъръпьм быншийя фйвьжиы зсзгвлэ дачэщйч бжкльлш
   out  : [s =  4.2e+01] The following is the most important thing: the most important thing is the most important thing.
   rev  : [s =  2.4e+02] П р е д с т а в и т е л ь с т в у ю щ и й п р е д с т а в и т е л ь с т в о в а н и я о б р а з о в а т е л ь н о й п р о г р а м м ы .

#   313 : loss =  4.3e+01
   inp  : [s =  2.8e+02] щосющйе гмххъьн ккзёйьи бгаьъэы бфзскйт бреощее дачэщйч
   out  : [s =  4.3e+01] The following is a list of the most important factors that can help to resolve the problem
   rev  : [s =  1.3e+02] Ниже приведен список наиболее важных факторов, которые могут помочь решить проблему

#   314 : loss =  4.3e+01
   inp  : [s =  2.6e+02] зсзгвлэ бреощее быншийя бёацсжю ъйлбмфь зсзгвлэ чтьёиэе
   out  : [s =  4.3e+01] The following is a list of the most important factors that can be considered in this case
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут быть учтены в данном случае

#   315 : loss =  4.3e+01
   inp  : [s =  2.8e+02] жьрцэъо гмххъьн зсзгвлэ гбьъьиэ чтьёиэе рыьдяно бёацсжю
   out  : [s =  4.3e+01] The following is a list of the most important factors that can help you to find a solution
   rev  : [s =  1.4e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти решение

#   316 : loss =  4.3e+01
   inp  : [s =  2.8e+02] быелръъ дачэщйч фйвьжиы пдлешйщ рыьдяно бёацсжю ккзёйьи
   out  : [s =  4.3e+01] The following is a list of the most important factors that can help you to find a solution
   rev  : [s =  1.4e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти решение

#   317 : loss =  4.3e+01
   inp  : [s =  3.0e+02] ъоэсйьл быншийя зсзгвлэ ощуъиъв жьрцэъо оощвишн ккзёйьи
   out  : [s =  4.3e+01] The most important thing is that you can feel the effects of the situation.
   rev  : [s =  1.0e+02] Самое главное, что вы можете почувствовать эффект от ситуации.

#   318 : loss =  4.3e+01
   inp  : [s =  2.5e+02] бгаьъэы чтьёиэе бёацсжю бысёъгч бёацсжю быншийя бфзскйт
   out  : [s =  4.3e+01] The first time I was in the middle of the night, I was in the middle of the night.
   rev  : [s =  7.6e+01] В первый раз я был в середине ночи.

#   319 : loss =  4.3e+01
   inp  : [s =  2.9e+02] ыьбэъхс гмххъьн мжвлвфж ощуъиъв дачэщйч рыьдяно бжкльлш
   out  : [s =  4.3e+01] The following are some of the most important factors in the development of the new system.
   rev  : [s =  1.3e+02] Ниже приведены некоторые наиболее важные факторы при разработке новой системы.

#   320 : loss =  4.3e+01
   inp  : [s =  2.7e+02] жьрцэъо быелръъ гбьъьиэ оощвишн чтьёиэе пдлешйщ фйвьжиы
   out  : [s =  4.3e+01] The following is a list of the most important factors for the development of the company.
   rev  : [s =  1.2e+02] Ниже приведен список наиболее важных факторов для развития компании.

#   321 : loss =  4.3e+01
   inp  : [s =  3.1e+02] рыьдяно дачэщйч бжкльлш жцчыщцй оощвишн бфзскйт гмххъьн
   out  : [s =  4.3e+01] The following is a list of the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже приведен список наиболее важных факторов для развития российской экономики

#   322 : loss =  4.3e+01
   inp  : [s =  2.8e+02] жцчыщцй гмххъьн бреощее щосющйе бёацсжю чтьёиэе гзйкщчж
   out  : [s =  4.3e+01] The following is a list of the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже приведен список наиболее важных факторов для развития российской экономики

#   323 : loss =  4.3e+01
   inp  : [s =  2.3e+02] жьрцэъо дачэщйч бёацсжю щосющйе бфзскйт щосющйе гзйкщчж
   out  : [s =  4.3e+01] The following is a list of the most important factors for the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже приведен список наиболее важных факторов для развития российской экономики

#   324 : loss =  4.3e+01
   inp  : [s =  2.7e+02] бфзскйт щосющйе гбьъьиэ жьрэиэф быншийя бфзскйт ъоэсйьл
   out  : [s =  4.3e+01] The main thing to do is to make sure that we have the best possible results.
   rev  : [s =  8.3e+01] Главное - добиться наилучших результатов.

#   325 : loss =  4.3e+01
   inp  : [s =  2.8e+02] бреощее чъръпьм ъоэсйьл фйвьжиы ктлтксь дачэщйч чтьёиэе
   out  : [s =  4.3e+01] The main thing to do is to make sure that we have the best possible results.
   rev  : [s =  8.3e+01] Главное - добиться наилучших результатов.

